rs_tx	gene	tx_recovery	gene_recovery	perc_recovery
NM_001349890	DRAM2	4	5.0	80.0
NM_001349886	DRAM2	4	5.0	80.0
NM_001349884	DRAM2	5	5.0	100.0
NM_001349891	DRAM2	5	5.0	100.0
NM_001349892	DRAM2	4	5.0	80.0
NM_001349882	DRAM2	5	5.0	100.0
NM_001349893	DRAM2	4	5.0	80.0
NM_001349888	DRAM2	4	5.0	80.0
NM_001349881	DRAM2	5	5.0	100.0
NM_172198	KCND3	8	8.0	100.0
NM_004980	KCND3	8	8.0	100.0
NM_004185	WNT2B	1	1.0	100.0
NM_001291880	WNT2B	1	1.0	100.0
NM_024494	WNT2B	1	1.0	100.0
NM_003051	SLC16A1	9	10.0	90.0
NM_001166496	SLC16A1	8	10.0	80.0
NM_001312686	LRIG2	5	6.0	83.33333333333334
NM_014813	LRIG2	5	6.0	83.33333333333334
NR_125965	AP4B1	3	15.0	20.0
NR_037864	AP4B1	3	15.0	20.0
NM_001253853	AP4B1	12	15.0	80.0
NM_006594	AP4B1	12	15.0	80.0
NM_001308312	AP4B1	8	15.0	53.333333333333336
NM_001253852	AP4B1	12	15.0	80.0
NM_001172626	AMPD1	1	2.0	50.0
NM_000036	AMPD1	1	2.0	50.0
NM_002524	NRAS	20	20.0	100.0
NM_000549	TSHB	3	4.0	75.0
NM_001277991	TSHB	1	4.0	25.0
NM_001232	CASQ2	14	20.0	70.0
NM_000701	ATP1A1	13	13.0	100.0
NM_001160233	ATP1A1	13	13.0	100.0
NM_001160234	ATP1A1	13	13.0	100.0
NR_027645	ATP1A1	1	13.0	7.6923076923076925
NM_001542	IGSF3	1	1.0	100.0
NM_001007237	IGSF3	1	1.0	100.0
NM_017686	GDAP2	3	3.0	100.0
NM_001135589	GDAP2	3	3.0	100.0
NM_206996	SPAG17	1	1.0	100.0
NM_015836	WARS2	6	6.0	100.0
NM_201263	WARS2	6	6.0	100.0
NR_125975	WARS2	1	6.0	16.666666666666664
NR_125976	WARS2	1	6.0	16.666666666666664
NR_125974	WARS2	1	6.0	16.666666666666664
NR_125977	WARS2	1	6.0	16.666666666666664
NM_001166120	HSD3B2	10	10.0	100.0
NM_000198	HSD3B2	10	10.0	100.0
NM_006623	PHGDH	6	7.0	85.71428571428571
NM_001166107	HMGCS2	3	7.0	42.857142857142854
NM_005518	HMGCS2	3	7.0	42.857142857142854
NM_024408	NOTCH2	39	42.0	92.85714285714286
NM_001200001	NOTCH2	12	42.0	28.57142857142857
NM_213653	HJV	9	9.0	100.0
NM_001316767	HJV	5	9.0	55.55555555555556
NM_145277	HJV	9	9.0	100.0
NM_202004	HJV	5	9.0	55.55555555555556
NM_213652	HJV	5	9.0	55.55555555555556
NR_147182	LIX1L	2		
NM_005105	RBM8A	3	4.0	75.0
NR_073492	PEX11B	2	3.0	66.66666666666666
NR_073491	PEX11B	3	3.0	100.0
NR_073493	PEX11B	3	3.0	100.0
NM_003846	PEX11B	3	3.0	100.0
NM_001184795	PEX11B	3	3.0	100.0
NR_145686	CHD1L	1	1.0	100.0
NR_145682	CHD1L	1	1.0	100.0
NR_046070	CHD1L	1	1.0	100.0
NR_145694	CHD1L	1	1.0	100.0
NR_145683	CHD1L	1	1.0	100.0
NR_145692	CHD1L	1	1.0	100.0
NR_145685	CHD1L	1	1.0	100.0
NR_145691	CHD1L	1	1.0	100.0
NR_145681	CHD1L	1	1.0	100.0
NR_145693	CHD1L	1	1.0	100.0
NR_145689	CHD1L	1	1.0	100.0
NR_145684	CHD1L	1	1.0	100.0
NR_145695	CHD1L	1	1.0	100.0
NR_145688	CHD1L	1	1.0	100.0
NR_145690	CHD1L	1	1.0	100.0
NR_145687	CHD1L	1	1.0	100.0
NM_001348451	CHD1L	1	1.0	100.0
NM_004284	CHD1L	1	1.0	100.0
NM_001348462	CHD1L	1	1.0	100.0
NM_001348460	CHD1L	1	1.0	100.0
NM_001348465	CHD1L	1	1.0	100.0
NM_001348458	CHD1L	1	1.0	100.0
NM_001348455	CHD1L	1	1.0	100.0
NM_024568	CHD1L	1	1.0	100.0
NM_001256336	CHD1L	1	1.0	100.0
NM_001348453	CHD1L	1	1.0	100.0
NM_001348457	CHD1L	1	1.0	100.0
NM_001348461	CHD1L	1	1.0	100.0
NM_001348464	CHD1L	1	1.0	100.0
NM_001348459	CHD1L	1	1.0	100.0
NM_001348463	CHD1L	1	1.0	100.0
NM_001348466	CHD1L	1	1.0	100.0
NM_001256337	CHD1L	1	1.0	100.0
NM_001348456	CHD1L	1	1.0	100.0
NM_001348454	CHD1L	1	1.0	100.0
NM_001256338	CHD1L	1	1.0	100.0
NM_001348452	CHD1L	1	1.0	100.0
NR_136635	ACP6	1	1.0	100.0
NR_136633	ACP6	1	1.0	100.0
NR_136636	ACP6	1	1.0	100.0
NR_136634	ACP6	1	1.0	100.0
NM_016361	ACP6	1	1.0	100.0
NM_001323625	ACP6	1	1.0	100.0
NM_005266	GJA5	2	2.0	100.0
NM_181703	GJA5	2	2.0	100.0
NM_005267	GJA8	11	11.0	100.0
NM_000566	FCGR1A	1	1.0	100.0
NM_005850	SF3B4	25	27.0	92.5925925925926
NR_103998	VPS45	1	1.0	100.0
NM_001279353	VPS45	1	1.0	100.0
NM_001279354	VPS45	1	1.0	100.0
NM_007259	VPS45	1	1.0	100.0
NR_146767	PRPF3	1	1.0	100.0
NR_146766	PRPF3	1	1.0	100.0
NR_146768	PRPF3	1	1.0	100.0
NR_146769	PRPF3	1	1.0	100.0
NM_001350529	PRPF3	1	1.0	100.0
NM_004698	PRPF3	1	1.0	100.0
NR_073514	TARS2	1	2.0	50.0
NR_073513	TARS2	1	2.0	50.0
NM_025150	TARS2	1	2.0	50.0
NM_001271895	TARS2	1	2.0	50.0
NM_001271896	TARS2	1	2.0	50.0
NM_004425	ECM1	10	11.0	90.9090909090909
NM_022664	ECM1	6	11.0	54.54545454545454
NM_001202858	ECM1	10	11.0	90.9090909090909
NM_001288608	ADAMTSL4	10	11.0	90.9090909090909
NM_019032	ADAMTSL4	10	11.0	90.9090909090909
NM_001288607	ADAMTSL4	10	11.0	90.9090909090909
NM_025008	ADAMTSL4	9	11.0	81.81818181818183
NM_000396	CTSK	25	34.0	73.52941176470588
NR_130135	PRUNE1	3	10.0	30.0
NR_130131	PRUNE1	4	10.0	40.0
NR_130132	PRUNE1	2	10.0	20.0
NR_130130	PRUNE1	2	10.0	20.0
NM_021222	PRUNE1	9	10.0	90.0
NM_001303242	PRUNE1	7	10.0	70.0
NM_001303243	PRUNE1	6	10.0	60.0
NM_001303229	PRUNE1	7	10.0	70.0
NM_000449	RFX5	4	7.0	57.14285714285714
NM_001025603	RFX5	4	7.0	57.14285714285714
NM_001258288	SELENBP1	3	4.0	75.0
NM_003944	SELENBP1	3	4.0	75.0
NM_001258289	SELENBP1	3	4.0	75.0
NM_002796	PSMB4	4	4.0	100.0
NM_001194938	POGZ	52	54.0	96.29629629629629
NM_145796	POGZ	51	54.0	94.44444444444444
NM_001194937	POGZ	52	54.0	96.29629629629629
NM_015100	POGZ	52	54.0	96.29629629629629
NM_207171	POGZ	52	54.0	96.29629629629629
NM_030918	SNX27	3	3.0	100.0
NM_001330723	SNX27	3	3.0	100.0
NM_006862	TDRKH	1	1.0	100.0
NM_001083963	TDRKH	1	1.0	100.0
NM_001083964	TDRKH	1	1.0	100.0
NM_001083965	TDRKH	1	1.0	100.0
NM_005060	RORC	2	2.0	100.0
NM_001001523	RORC	2	2.0	100.0
NM_007113	TCHH	1	1.0	100.0
NM_002016	FLG	87	89.0	97.75280898876404
NR_103778	FLG	5	89.0	5.617977528089887
NM_001014342	FLG2	2		
NM_000427	LOR	1		
NM_012437	SNAPIN	1	1.0	100.0
NM_020699	GATAD2B	32	37.0	86.48648648648648
NM_014856	DENND4B	1	1.0	100.0
NM_001367466	DENND4B	1	1.0	100.0
NM_001349947	RPS27	1	1.0	100.0
NM_001349946	RPS27	1	1.0	100.0
NM_001030	RPS27	1	1.0	100.0
NR_103461	TPM3	7	9.0	77.77777777777779
NR_103460	TPM3	1	9.0	11.11111111111111
NM_001278190	TPM3	5	9.0	55.55555555555556
NM_001364679	TPM3	8	9.0	88.88888888888889
NM_001364681	TPM3	8	9.0	88.88888888888889
NM_001364680	TPM3	8	9.0	88.88888888888889
NM_001278188	TPM3	5	9.0	55.55555555555556
NM_001043351	TPM3	7	9.0	77.77777777777779
NM_001043353	TPM3	7	9.0	77.77777777777779
NM_001349679	TPM3	7	9.0	77.77777777777779
NM_153649	TPM3	7	9.0	77.77777777777779
NM_001043352	TPM3	7	9.0	77.77777777777779
NM_001278189	TPM3	7	9.0	77.77777777777779
NM_001278191	TPM3	7	9.0	77.77777777777779
NM_152263	TPM3	9	9.0	100.0
NM_001364682	TPM3	9	9.0	100.0
NM_001364683	TPM3	8	9.0	88.88888888888889
NM_006118	HAX1	9	10.0	90.0
NM_001018837	HAX1	5	10.0	50.0
NM_000748	CHRNB2	5	5.0	100.0
NM_001365046	ADAR	18	20.0	90.0
NM_001365045	ADAR	18	20.0	90.0
NM_001025107	ADAR	18	20.0	90.0
NM_001365048	ADAR	18	20.0	90.0
NM_001365049	ADAR	17	20.0	85.0
NM_001365047	ADAR	18	20.0	90.0
NM_015841	ADAR	16	20.0	80.0
NM_015840	ADAR	17	20.0	85.0
NM_001111	ADAR	18	20.0	90.0
NM_001193495	ADAR	18	20.0	90.0
NM_001323012	PMVK	2	2.0	100.0
NM_001348696	PMVK	2	2.0	100.0
NM_006556	PMVK	2	2.0	100.0
NM_001323011	PMVK	2	2.0	100.0
NM_025207	FLAD1	8	8.0	100.0
NM_001184891	FLAD1	8	8.0	100.0
NM_201398	FLAD1	8	8.0	100.0
NM_001184892	FLAD1	7	8.0	87.5
NM_153741	DPM3	1	1.0	100.0
NM_018973	DPM3	1	1.0	100.0
NM_001171811	GBA	37	44.0	84.0909090909091
NM_001005742	GBA	41	44.0	93.18181818181817
NM_001005741	GBA	41	44.0	93.18181818181817
NM_001171812	GBA	39	44.0	88.63636363636364
NM_000157	GBA	41	44.0	93.18181818181817
NM_000298	PKLR	7	8.0	87.5
NM_181871	PKLR	7	8.0	87.5
NR_145424	RUSC1	1		
NR_145425	RUSC1	1		
NM_018489	ASH1L	15	15.0	100.0
NM_001366177	ASH1L	15	15.0	100.0
NR_046294	MSTO1	6	7.0	85.71428571428571
NR_046293	MSTO1	6	7.0	85.71428571428571
NR_046292	MSTO1	6	7.0	85.71428571428571
NR_146908	MSTO1	6	7.0	85.71428571428571
NR_146907	MSTO1	5	7.0	71.42857142857143
NR_046295	MSTO1	6	7.0	85.71428571428571
NM_001350779	MSTO1	6	7.0	85.71428571428571
NM_001350784	MSTO1	6	7.0	85.71428571428571
NM_001350785	MSTO1	6	7.0	85.71428571428571
NM_001350781	MSTO1	6	7.0	85.71428571428571
NM_001350778	MSTO1	6	7.0	85.71428571428571
NM_001350789	MSTO1	6	7.0	85.71428571428571
NM_001350786	MSTO1	6	7.0	85.71428571428571
NM_001350788	MSTO1	6	7.0	85.71428571428571
NM_001350782	MSTO1	6	7.0	85.71428571428571
NM_001350783	MSTO1	6	7.0	85.71428571428571
NM_001350780	MSTO1	6	7.0	85.71428571428571
NM_001350776	MSTO1	6	7.0	85.71428571428571
NM_001350777	MSTO1	6	7.0	85.71428571428571
NM_001350787	MSTO1	6	7.0	85.71428571428571
NM_001350773	MSTO1	6	7.0	85.71428571428571
NM_001350774	MSTO1	6	7.0	85.71428571428571
NM_001350775	MSTO1	6	7.0	85.71428571428571
NM_018116	MSTO1	6	7.0	85.71428571428571
NM_001256532	MSTO1	6	7.0	85.71428571428571
NM_001350772	MSTO1	6	7.0	85.71428571428571
NM_001256533	MSTO1	6	7.0	85.71428571428571
NM_139118	YY1AP1	5	7.0	71.42857142857143
NM_001198901	YY1AP1	5	7.0	71.42857142857143
NM_139121	YY1AP1	5	7.0	71.42857142857143
NM_001198900	YY1AP1	5	7.0	71.42857142857143
NM_001198905	YY1AP1	5	7.0	71.42857142857143
NM_018253	YY1AP1	5	7.0	71.42857142857143
NM_139119	YY1AP1	5	7.0	71.42857142857143
NM_001198902	YY1AP1	5	7.0	71.42857142857143
NM_001198904	YY1AP1	5	7.0	71.42857142857143
NM_001198903	YY1AP1	5	7.0	71.42857142857143
NM_001198899	YY1AP1	5	7.0	71.42857142857143
NM_001198906	YY1AP1	5	7.0	71.42857142857143
NM_001256820	RIT1	8	9.0	88.88888888888889
NM_006912	RIT1	9	9.0	100.0
NM_001256821	RIT1	9	9.0	100.0
NM_001282625	LMNA	148	193.0	76.68393782383419
NM_170708	LMNA	151	193.0	78.23834196891191
NM_005572	LMNA	148	193.0	76.68393782383419
NM_170707	LMNA	156	193.0	80.82901554404145
NM_001282626	LMNA	150	193.0	77.720207253886
NM_001282624	LMNA	107	193.0	55.44041450777202
NM_001257374	LMNA	115	193.0	59.58549222797927
NM_001193301	SEMA4A	2	2.0	100.0
NM_001370571	SEMA4A	2	2.0	100.0
NM_001193300	SEMA4A	2	2.0	100.0
NM_001370569	SEMA4A	2	2.0	100.0
NM_001370568	SEMA4A	2	2.0	100.0
NM_001193302	SEMA4A	2	2.0	100.0
NM_022367	SEMA4A	2	2.0	100.0
NM_001370567	SEMA4A	2	2.0	100.0
NM_144772	NAXE	7	8.0	87.5
NM_001007792	NTRK1	24	37.0	64.86486486486487
NM_002529	NTRK1	27	37.0	72.97297297297297
NM_001012331	NTRK1	27	37.0	72.97297297297297
NM_003126	SPTA1	8	14.0	57.14285714285714
NM_001122951	ACKR1	1	1.0	100.0
NM_002036	ACKR1	1	1.0	100.0
NM_145167	PIGM	1	2.0	50.0
NM_002241	KCNJ10	7	7.0	100.0
NM_000702	ATP1A2	33	36.0	91.66666666666666
NM_001231	CASQ1	1	1.0	100.0
NR_036492	PEX19	3	4.0	75.0
NR_036493	PEX19	3	4.0	75.0
NM_001193644	PEX19	3	4.0	75.0
NM_002857	PEX19	3	4.0	75.0
NM_004371	COPA	1	1.0	100.0
NM_001098398	COPA	1	1.0	100.0
NM_001290184	NCSTN	5	7.0	71.42857142857143
NM_015331	NCSTN	5	7.0	71.42857142857143
NM_001349729	NCSTN	5	7.0	71.42857142857143
NM_001290186	NCSTN	4	7.0	57.14285714285714
NM_030916	NECTIN4	4	5.0	80.0
NM_016406	UFC1	2	2.0	100.0
NM_001350130	PPOX	10	11.0	90.9090909090909
NM_001350128	PPOX	9	11.0	81.81818181818183
NM_001350129	PPOX	10	11.0	90.9090909090909
NM_001122764	PPOX	10	11.0	90.9090909090909
NM_001365399	PPOX	9	11.0	81.81818181818183
NM_001350131	PPOX	9	11.0	81.81818181818183
NM_000309	PPOX	10	11.0	90.9090909090909
NM_001365400	PPOX	10	11.0	90.9090909090909
NM_001365401	PPOX	10	11.0	90.9090909090909
NM_001365398	PPOX	10	11.0	90.9090909090909
NM_004550	NDUFS2	2	2.0	100.0
NM_001166159	NDUFS2	2	2.0	100.0
NM_000530	MPZ	59	65.0	90.76923076923077
NM_001315491	MPZ	59	65.0	90.76923076923077
NR_103459	SDHC	14	20.0	70.0
NM_003001	SDHC	14	20.0	70.0
NM_001035511	SDHC	9	20.0	45.0
NM_001035512	SDHC	14	20.0	70.0
NM_001278172	SDHC	9	20.0	45.0
NM_001035513	SDHC	13	20.0	65.0
NM_007348	ATF6	7	12.0	58.333333333333336
NM_015441	OLFML2B	8	8.0	100.0
NM_001297713	OLFML2B	8	8.0	100.0
NM_001347700	OLFML2B	8	8.0	100.0
NM_001184763	UHMK1	1	1.0	100.0
NM_144624	UHMK1	1	1.0	100.0
NM_175866	UHMK1	1	1.0	100.0
NM_001354983	DDR2	8	9.0	88.88888888888889
NM_001354982	DDR2	8	9.0	88.88888888888889
NM_001014796	DDR2	8	9.0	88.88888888888889
NM_006182	DDR2	8	9.0	88.88888888888889
NM_002585	PBX1	10	11.0	90.9090909090909
NM_001353131	PBX1	10	11.0	90.9090909090909
NM_001204963	PBX1	10	11.0	90.9090909090909
NM_001204961	PBX1	10	11.0	90.9090909090909
NM_001353130	PBX1	10	11.0	90.9090909090909
NM_177398	LMX1A	1	1.0	100.0
NM_001174069	LMX1A	1	1.0	100.0
NR_045818	TMCO1	8	9.0	88.88888888888889
NM_001256164	TMCO1	7	9.0	77.77777777777779
NM_019026	TMCO1	8	9.0	88.88888888888889
NM_001256165	TMCO1	8	9.0	88.88888888888889
NM_001366129	TMCO1	8	9.0	88.88888888888889
NM_198053	CD247	6	6.0	100.0
NM_000734	CD247	6	6.0	100.0
NM_001167749	ADCY10	1	1.0	100.0
NM_018417	ADCY10	1	1.0	100.0
NM_001297772	ADCY10	1	1.0	100.0
NR_146229	DCAF6	1	1.0	100.0
NR_146230	DCAF6	1	1.0	100.0
NR_146228	DCAF6	1	1.0	100.0
NM_001349774	DCAF6	1	1.0	100.0
NM_001349778	DCAF6	1	1.0	100.0
NM_001198956	DCAF6	1	1.0	100.0
NM_001349773	DCAF6	1	1.0	100.0
NM_018442	DCAF6	1	1.0	100.0
NM_001017977	DCAF6	1	1.0	100.0
NM_001198957	DCAF6	1	1.0	100.0
NM_001349777	DCAF6	1	1.0	100.0
NM_001349780	DCAF6	1	1.0	100.0
NM_001349776	DCAF6	1	1.0	100.0
NM_001349775	DCAF6	1	1.0	100.0
NM_001349779	DCAF6	1	1.0	100.0
NM_001349633	GPR161	1	1.0	100.0
NM_001267610	GPR161	1	1.0	100.0
NM_001267609	GPR161	1	1.0	100.0
NM_001349632	GPR161	1	1.0	100.0
NM_001267611	GPR161	1	1.0	100.0
NM_001349634	GPR161	1	1.0	100.0
NM_153832	GPR161	1	1.0	100.0
NM_005149	TBX19	9	9.0	100.0
NM_001937	DPT	1	1.0	100.0
NM_001319667	SLC19A2	7	15.0	46.666666666666664
NM_006996	SLC19A2	14	15.0	93.33333333333333
NM_000130	F5	17	18.0	94.44444444444444
NR_027397	GORAB	5	8.0	62.5
NM_152281	GORAB	6	8.0	75.0
NM_001146039	GORAB	6	8.0	75.0
NM_001320252	GORAB	5	8.0	62.5
NM_006902	PRRX1	3	3.0	100.0
NM_022716	PRRX1	3	3.0	100.0
NM_001002294	FMO3	9	10.0	90.0
NM_001319174	FMO3	9	10.0	90.0
NM_001319173	FMO3	9	10.0	90.0
NM_006894	FMO3	9	10.0	90.0
NM_000261	MYOC	4	4.0	100.0
NM_153747	PIGC	3	3.0	100.0
NM_002642	PIGC	3	3.0	100.0
NM_001302746	FASLG	2	2.0	100.0
NM_000639	FASLG	2	2.0	100.0
NM_018122	DARS2	16	21.0	76.19047619047619
NM_001365212	DARS2	14	21.0	66.66666666666666
NM_001365213	DARS2	12	21.0	57.14285714285714
NM_001365052	SERPINC1	26	30.0	86.66666666666667
NM_000488	SERPINC1	26	30.0	86.66666666666667
NR_037606	MRPS14	1	1.0	100.0
NM_022100	MRPS14	1	1.0	100.0
NM_001328635	TNR	7	7.0	100.0
NM_003285	TNR	7	7.0	100.0
NM_001286164	ASTN1	1	1.0	100.0
NM_001364856	ASTN1	1	1.0	100.0
NM_004319	ASTN1	1	1.0	100.0
NM_207108	ASTN1	1	1.0	100.0
NM_001297575	NPHS2	26	40.0	65.0
NM_014625	NPHS2	28	40.0	70.0
NM_001267578	TOR1AIP1	5	6.0	83.33333333333334
NM_015602	TOR1AIP1	5	6.0	83.33333333333334
NM_033343	LHX4	4	6.0	66.66666666666666
NR_037642	LHX4	2	6.0	33.33333333333333
NM_001205293	CACNA1E	9	9.0	100.0
NM_000721	CACNA1E	9	9.0	100.0
NM_001205294	CACNA1E	9	9.0	100.0
NM_002065	GLUL	2	2.0	100.0
NM_001033056	GLUL	2	2.0	100.0
NM_001033044	GLUL	2	2.0	100.0
NM_021133	RNASEL	2	2.0	100.0
NM_005562	LAMC2	34	58.0	58.620689655172406
NM_018891	LAMC2	30	58.0	51.724137931034484
NM_015039	NMNAT2	2	2.0	100.0
NM_170706	NMNAT2	2	2.0	100.0
NM_001127651	NCF2	12	16.0	75.0
NM_001190789	NCF2	8	16.0	50.0
NM_001190794	NCF2	10	16.0	62.5
NM_000433	NCF2	12	16.0	75.0
NR_135118	EDEM3	2	2.0	100.0
NM_025191	EDEM3	2	2.0	100.0
NM_001319960	EDEM3	2	2.0	100.0
NM_031935	HMCN1	1	1.0	100.0
NM_005807	PRG4	10	7.0	142.85714285714286
NM_001303232	PRG4	10	7.0	142.85714285714286
NM_001127709	PRG4	10	7.0	142.85714285714286
NM_001127708	PRG4	10	7.0	142.85714285714286
NM_001127710	PRG4	10	7.0	142.85714285714286
NM_003292	TPR	3	3.0	100.0
NM_024420	PLA2G4A	2	2.0	100.0
NM_001311193	PLA2G4A	2	2.0	100.0
NM_024529	CDC73	37	45.0	82.22222222222221
NR_146057	KCNT2	1	1.0	100.0
NR_146058	KCNT2	1	1.0	100.0
NM_001287820	KCNT2	1	1.0	100.0
NM_001287819	KCNT2	1	1.0	100.0
NM_198503	KCNT2	1	1.0	100.0
NM_001014975	CFH	9	18.0	50.0
NM_000186	CFH	17	18.0	94.44444444444444
NM_021023	CFHR3	1	1.0	100.0
NM_001166624	CFHR3	1	1.0	100.0
NM_030787	CFHR5	1	1.0	100.0
NM_001994	F13B	2	2.0	100.0
NM_001206846	ASPM	94	176.0	53.40909090909091
NM_018136	ASPM	160	176.0	90.9090909090909
NR_047564	CRB1	55	57.0	96.49122807017544
NR_047563	CRB1	51	57.0	89.47368421052632
NM_001257965	CRB1	55	57.0	96.49122807017544
NM_001257966	CRB1	32	57.0	56.14035087719298
NM_201253	CRB1	55	57.0	96.49122807017544
NM_001193640	CRB1	53	57.0	92.98245614035088
NM_080921	PTPRC	3	6.0	50.0
NM_002838	PTPRC	3	6.0	50.0
NM_001305792	KIF14	8	9.0	88.88888888888889
NM_014875	KIF14	8	9.0	88.88888888888889
NM_000069	CACNA1S	15	21.0	71.42857142857143
NM_000299	PKP1	3	4.0	75.0
NM_001005337	PKP1	3	4.0	75.0
NM_001001432	TNNT2	35	44.0	79.54545454545455
NM_001001431	TNNT2	35	44.0	79.54545454545455
NM_001001430	TNNT2	35	44.0	79.54545454545455
NM_001276346	TNNT2	26	44.0	59.09090909090909
NM_000364	TNNT2	35	44.0	79.54545454545455
NM_001276345	TNNT2	35	44.0	79.54545454545455
NM_001276347	TNNT2	35	44.0	79.54545454545455
NM_012134	LMOD1	1	1.0	100.0
NM_177402	SYT2	1	1.0	100.0
NM_001136504	SYT2	1	1.0	100.0
NM_006618	KDM5B	6	6.0	100.0
NM_001347591	KDM5B	5	6.0	83.33333333333334
NM_001314042	KDM5B	6	6.0	100.0
NR_130746	SNRPE	1	1.0	100.0
NM_001304464	SNRPE	1	1.0	100.0
NM_003094	SNRPE	1	1.0	100.0
NM_000537	REN	7	7.0	100.0
NM_002256	KISS1	1	1.0	100.0
NM_032833	PPP1R15B	1	1.0	100.0
NM_001365986	NFASC	2	3.0	66.66666666666666
NM_001005389	NFASC	1	3.0	33.33333333333333
NM_001160333	NFASC	1	3.0	33.33333333333333
NM_001005388	NFASC	2	3.0	66.66666666666666
NM_001160332	NFASC	3	3.0	100.0
NM_015090	NFASC	3	3.0	100.0
NM_001160331	NFASC	3	3.0	100.0
NR_144350	CNTN2	1	2.0	50.0
NM_001346083	CNTN2	1	2.0	50.0
NM_005076	CNTN2	1	2.0	50.0
NM_199462	DSTYK	1	2.0	50.0
NM_015375	DSTYK	1	2.0	50.0
NR_125349	CD55	5	6.0	83.33333333333334
NM_001114752	CD55	5	6.0	83.33333333333334
NM_001300903	CD55	5	6.0	83.33333333333334
NM_001300904	CD55	5	6.0	83.33333333333334
NM_000574	CD55	5	6.0	83.33333333333334
NM_001300902	CD55	5	6.0	83.33333333333334
NM_001006658	CR2	2	3.0	66.66666666666666
NM_001877	CR2	2	3.0	66.66666666666666
NM_002389	CD46	6	7.0	85.71428571428571
NM_172359	CD46	5	7.0	71.42857142857143
NM_172351	CD46	6	7.0	85.71428571428571
NM_153826	CD46	5	7.0	71.42857142857143
NM_172358	CD46	5	7.0	71.42857142857143
NM_172355	CD46	6	7.0	85.71428571428571
NM_172356	CD46	5	7.0	71.42857142857143
NM_172352	CD46	6	7.0	85.71428571428571
NM_172353	CD46	5	7.0	71.42857142857143
NM_172350	CD46	5	7.0	71.42857142857143
NM_172357	CD46	6	7.0	85.71428571428571
NM_172361	CD46	5	7.0	71.42857142857143
NM_025179	PLXNA2	1	1.0	100.0
NM_000228	LAMB3	49	73.0	67.12328767123287
NM_001127641	LAMB3	49	73.0	67.12328767123287
NM_001017402	LAMB3	49	73.0	67.12328767123287
NR_036213	MIR4260	1		
NM_001206741	HSD11B1	2	2.0	100.0
NM_181755	HSD11B1	2	2.0	100.0
NM_005525	HSD11B1	2	2.0	100.0
NM_006147	IRF6	33	35.0	94.28571428571428
NM_001206696	IRF6	24	35.0	68.57142857142857
NR_027459	SYT14	2	3.0	66.66666666666666
NM_001256006	SYT14	2	3.0	66.66666666666666
NM_001146261	SYT14	2	3.0	66.66666666666666
NM_001146264	SYT14	2	3.0	66.66666666666666
NM_001146262	SYT14	2	3.0	66.66666666666666
NM_153262	SYT14	2	3.0	66.66666666666666
NM_001122834	HHAT	1	1.0	100.0
NM_001170564	HHAT	1	1.0	100.0
NM_018194	HHAT	1	1.0	100.0
NM_001170588	HHAT	1	1.0	100.0
NM_001170580	HHAT	1	1.0	100.0
NM_002238	KCNH1	12	12.0	100.0
NM_172362	KCNH1	12	12.0	100.0
NM_001164688	RD3	4	5.0	80.0
NM_183059	RD3	4	5.0	80.0
NM_001204182	NEK2	1	1.0	100.0
NM_002497	NEK2	1	1.0	100.0
NM_001204183	NEK2	1	1.0	100.0
NM_014053	FLVCR1	11	12.0	91.66666666666666
NR_146210	RPS6KC1	1	1.0	100.0
NR_146207	RPS6KC1	1	1.0	100.0
NR_146209	RPS6KC1	1	1.0	100.0
NR_146208	RPS6KC1	1	1.0	100.0
NM_001349651	RPS6KC1	1	1.0	100.0
NM_001349660	RPS6KC1	1	1.0	100.0
NM_001349650	RPS6KC1	1	1.0	100.0
NM_001349669	RPS6KC1	1	1.0	100.0
NM_001349654	RPS6KC1	1	1.0	100.0
NM_001349649	RPS6KC1	1	1.0	100.0
NM_001349666	RPS6KC1	1	1.0	100.0
NM_001287219	RPS6KC1	1	1.0	100.0
NM_001349664	RPS6KC1	1	1.0	100.0
NM_001349658	RPS6KC1	1	1.0	100.0
NM_001349648	RPS6KC1	1	1.0	100.0
NM_001349671	RPS6KC1	1	1.0	100.0
NM_001349652	RPS6KC1	1	1.0	100.0
NM_001349653	RPS6KC1	1	1.0	100.0
NM_001349668	RPS6KC1	1	1.0	100.0
NM_001287218	RPS6KC1	1	1.0	100.0
NM_001349659	RPS6KC1	1	1.0	100.0
NM_001349662	RPS6KC1	1	1.0	100.0
NM_001287220	RPS6KC1	1	1.0	100.0
NM_001349646	RPS6KC1	1	1.0	100.0
NM_001349670	RPS6KC1	1	1.0	100.0
NM_001349647	RPS6KC1	1	1.0	100.0
NM_001349657	RPS6KC1	1	1.0	100.0
NM_001349663	RPS6KC1	1	1.0	100.0
NM_001349661	RPS6KC1	1	1.0	100.0
NM_001287221	RPS6KC1	1	1.0	100.0
NM_001349667	RPS6KC1	1	1.0	100.0
NM_001349672	RPS6KC1	1	1.0	100.0
NM_001136138	RPS6KC1	1	1.0	100.0
NM_001349665	RPS6KC1	1	1.0	100.0
NM_012424	RPS6KC1	1	1.0	100.0
NM_005401	PTPN14	1	1.0	100.0
NM_016343	CENPF	16	17.0	94.11764705882352
NM_001319295	KCTD3	1	1.0	100.0
NM_016121	KCTD3	1	1.0	100.0
NM_001319294	KCTD3	1	1.0	100.0
NM_206933	USH2A	282	364.0	77.47252747252747
NM_007123	USH2A	88	364.0	24.175824175824175
