#hg19.refGene.name	hg19.knownToEnsembl.value
NR_046217	ENST00000455406
NR_028293	n/a
NR_028292	n/a
NM_198714	ENST00000351052
NM_001126044	ENST00000414819
NM_198718	ENST00000414819
NM_198717	ENST00000479353,ENST00000370932,ENST00000479353,ENST00000354608,
NM_198716	ENST00000361210,ENST00000351052,ENST00000354608,
NR_028294	n/a
NR_110676	n/a
NR_146300	n/a
NM_001199327	ENST00000370895,ENST00000370899,
NM_001364666	n/a
NM_001112808	ENST00000370891
NM_001322315	n/a
NM_015978	ENST00000326637
NM_001105659	ENST00000354431
NM_001002912	ENST00000420661,ENST00000326665,
NM_001320285	n/a
NM_001320283	n/a
NM_152697	ENST00000370855,
NM_001320287	n/a
NM_002440	ENST00000263187
NM_001130058	ENST00000370859,
NM_001320273	n/a
NM_030965	ENST00000477717
NM_001320274	n/a
NM_001270384	ENST00000370791
NM_001363583	n/a
NM_001363584	n/a
NM_001363586	n/a
NM_198549	ENST00000370791,
NM_174858	ENST00000354567
NM_017655	ENST00000370759
NM_001172309	ENST00000457030,ENST00000330010,
NM_015534	ENST00000370801,
NM_012093	ENST00000344720
NM_001304725	n/a
NM_001308237	n/a
NM_144573	ENST00000457030,ENST00000330010,
NR_027310	ENST00000413519
NM_022159	ENST00000370742
NR_125941	n/a
NR_125940	n/a
NM_001366002	n/a
NM_001297705	n/a
NM_001297704	n/a
NM_001350699	n/a
NM_001297706	n/a
NM_001350698	n/a
NM_001366009	n/a
NM_001366006	n/a
NM_001330645	n/a
NM_001366007	n/a
NM_012302	ENST00000370730,ENST00000335786,ENST00000370717,
NM_001366005	n/a
NR_147074	n/a
NM_001350215	n/a
NR_119375	n/a
NR_119374	n/a
NM_001010971	ENST00000370673
NM_001134664	ENST00000370668
NM_001242859	ENST00000370682
NM_002731	ENST00000370689
NM_001242860	ENST00000394838
NM_001242857	ENST00000394838
NM_001350214	n/a
NM_001134663	ENST00000370668
NM_024686	ENST00000480174,ENST00000260505,ENST00000477524,
NM_182948	ENST00000370685
NM_001242858	ENST00000370682
NM_001242862	ENST00000370685
NM_001242861	ENST00000394839
NR_125761	n/a
NM_012137	ENST00000284031
NM_001330647	n/a
NM_153259	ENST00000370608
NM_012152	ENST00000440886,ENST00000370611,
NM_001330655	n/a
NM_145172	ENST00000294664,ENST00000326813,
NR_024113	ENST00000294661
NM_001288563	n/a
NM_198077	ENST00000294661,
NR_146343	n/a
NR_146344	n/a
NR_146345	n/a
NM_006536	ENST00000370565
NM_001349955	n/a
NM_152890	ENST00000436319,ENST00000370571,ENST00000426639,
NR_146342	n/a
NR_146341	n/a
NR_146340	n/a
NM_012262	ENST00000370550
NR_135837	n/a
NM_001134492	ENST00000370551,ENST00000370548,
NM_001290053	n/a
NR_146183	n/a
NR_146185	n/a
NM_052941	ENST00000355754
NM_001320707	n/a
NM_002053	ENST00000370473
NM_006256	ENST00000370521,
NM_015350	ENST00000330947,
NM_001320709	n/a
NM_001320708	n/a
NM_001134476	ENST00000330947
NM_001369817	n/a
NM_001369819	n/a
NM_018103	ENST00000337338
NM_001134479	ENST00000337338
NM_001017975	ENST00000430465,ENST00000481900,ENST00000370425,
NM_005665	ENST00000543509,ENST00000370331,
NM_001308248	n/a
NM_024813	ENST00000610020
NM_001350197	n/a
NM_001350198	n/a
NM_001164391	ENST00000545708
NM_001164392	ENST00000370298
NM_001164393	ENST00000540243,ENST00000370298,
NM_017737	ENST00000370256
NM_007358	ENST00000370298
NM_001306076	n/a
NM_003567	ENST00000260502
NM_001261408	ENST00000370244
NM_001261409	ENST00000370243
NM_206886	ENST00000338949,ENST00000370276,
NM_001164473	ENST00000271234
NM_001024948	ENST00000260506
NR_148965	n/a
NM_001122674	ENST00000315713
NM_000350	ENST00000370225,ENST00000535735,
NM_152369	ENST00000271227
NR_146575	n/a
NM_001258342	ENST00000271227
NM_001258343	ENST00000530397,ENST00000271227,
NM_001301079	n/a
NM_001258341	ENST00000271227
NM_001258340	ENST00000271227
NM_002858	ENST00000370214,ENST00000394233,ENST00000484213,
NR_160779	n/a
NR_160780	n/a
NR_104131	n/a
NR_160781	n/a
NR_160782	n/a
NR_160783	n/a
NR_160784	n/a
NM_001114106	ENST00000271227
NR_125948	n/a
NR_125949	n/a
NR_033966	ENST00000424943
NM_001199691	ENST00000604534
NR_110693	n/a
NR_125356	n/a
NM_001300988	n/a
NM_001300990	n/a
NM_001300985	n/a
NM_001300989	n/a
NM_001300986	n/a
NM_001300987	n/a
NM_021190	ENST00000482253,ENST00000609116,
NR_125357	n/a
NR_046590	ENST00000422980
NM_001160301	ENST00000306031
NM_000110	ENST00000370192
NR_046088	ENST00000418344
NR_033940	ENST00000425113
NM_015976	ENST00000306121,ENST00000370189,
NM_152238	ENST00000529992
NM_001364903	n/a
NR_033716	n/a
NR_031666	n/a
NM_014839	ENST00000370185
NM_017734	ENST00000263174
NM_001166252	ENST00000370185
NM_033055	ENST00000370152
NM_001319212	n/a
NM_033313	ENST00000370124,ENST00000370125,
NM_001078	ENST00000294728
NM_080682	ENST00000347652
NM_001199834	ENST00000294728
NM_033312	ENST00000542213,ENST00000361544,
NM_001319210	n/a
NM_001319211	n/a
NM_003672	ENST00000370125
NR_110210	n/a
NR_110211	n/a
NM_001288823	n/a
NM_058170	ENST00000370103,
NM_001190709	ENST00000353414
NR_134980	n/a
NM_001854	ENST00000370096
NM_080630	ENST00000370096
NM_080629	ENST00000358392
NM_001008218	ENST00000370083,ENST00000370079,
NM_004038	n/a
NM_001346780	n/a
NM_017619	ENST00000533099,ENST00000423855,
NM_001008219	ENST00000330330
NM_001008221	ENST00000370083,ENST00000370079,ENST00000370080,
NR_146609	n/a
NR_046653	ENST00000438318
NM_001079874	ENST00000370056,
NM_006113	ENST00000370056,ENST00000371846,
NM_001284352	n/a
NM_001142551	ENST00000400794,ENST00000357672,
NM_013296	ENST00000406462,
NM_001321038	n/a
NM_001321039	n/a
NM_001142550	ENST00000357672
NM_007269	ENST00000370008,
NM_014969	ENST00000357672
NM_001265613	ENST00000357155
NM_001010985	ENST00000357155
NM_001267048	ENST00000369936
NM_020775	ENST00000369936
NM_000561	ENST00000309851
NM_001039574	ENST00000489935,ENST00000469655,
NM_001201545	ENST00000602849,ENST00000487146,
NM_022768	ENST00000369784
NR_036437	n/a
NM_146421	ENST00000309851
NM_004978	ENST00000469655,ENST00000369787,
NM_001349882	n/a
NM_001349884	n/a
NM_001349885	n/a
NM_001349886	n/a
NM_001349887	n/a
NM_001349888	n/a
NM_001349889	n/a
NM_001349890	n/a
NM_001349891	n/a
NM_001349892	n/a
NM_001349893	n/a
NM_178454	ENST00000539140,ENST00000286692,
NR_146301	n/a
NR_146302	n/a
NR_146303	n/a
NR_146304	n/a
NR_146305	n/a
NR_146306	n/a
NR_146307	n/a
NR_146308	n/a
NM_001302680	n/a
NM_001349881	n/a
NM_001081976	ENST00000369717
NM_138729	ENST00000538187,ENST00000369668,ENST00000490715,
NM_017744	ENST00000361846,ENST00000358039,
NM_018704	ENST00000271277
NM_172198	ENST00000302127
NM_138727	ENST00000369666,ENST00000358039,
NM_004980	ENST00000315987
NM_138728	ENST00000358039
NM_001308264	n/a
NM_014813	ENST00000361127
NR_103746	n/a
NM_152900	ENST00000369617,ENST00000369615,
NM_001142782	ENST00000307546
NM_001312686	n/a
NR_125965	n/a
NR_037864	ENST00000419536
NM_205848	ENST00000607941
NM_001270805	ENST00000369547
NM_001253772	n/a
NM_001010922	ENST00000369580,
NM_001366223	n/a
NM_001256404	ENST00000393274,
NM_198459	ENST00000393276
NM_001366226	n/a
NM_001366224	n/a
NM_033020	ENST00000358465
NM_001366225	n/a
NM_015906	ENST00000358465,
NM_001282541	n/a
NR_157569	n/a
NM_001282542	n/a
NM_001308315	n/a
NM_005725	ENST00000369516
NR_104211	n/a
NM_002506	ENST00000369512
NM_003176	ENST00000369522,
NM_001232	ENST00000261448,
NM_001308316	n/a
NM_001007237	ENST00000318837,ENST00000369486,
NM_000701	ENST00000295598
NM_001542	ENST00000369483
NM_001767	ENST00000369478,
NM_018420	ENST00000369503
NM_001328609	n/a
NR_110786	n/a
NM_001253849	ENST00000359008,ENST00000369458,
NM_001253850	ENST00000369458
NR_045603	n/a
NM_001256109	ENST00000256652
NM_001256106	ENST00000256652
NM_024626	ENST00000369458
NR_045604	ENST00000369458
NM_004258	ENST00000256652
NM_001256111	ENST00000256652
NM_006699	ENST00000356554
NM_206996	ENST00000336338
NR_125975	n/a
NM_016527	ENST00000361035
NM_015836	ENST00000369426,ENST00000235521,
NM_001005783	ENST00000361035
NM_201263	ENST00000369426
NM_001100910	ENST00000369390
NM_001320149	n/a
NR_104189	n/a
NM_001329984	n/a
NM_001271872	ENST00000467419
NR_111951	n/a
NR_111952	n/a
NR_111953	n/a
NM_014644	ENST00000524974,ENST00000369356,
NM_001364006	n/a
NM_014455	ENST00000369291
NM_001198834	ENST00000369356
NM_004892	ENST00000453618
NM_001350522	n/a
NM_001002810	ENST00000369356,ENST00000369347,
NM_001195260	ENST00000369347,ENST00000497529,ENST00000313382,
NM_001195261	ENST00000313342,ENST00000369347,
NM_001350521	n/a
NM_022359	ENST00000369348,
NM_001002812	ENST00000467859,ENST00000369351,ENST00000369349,
NM_001350523	n/a
NM_001198832	ENST00000313382
NM_153713	ENST00000369308
NM_203458	ENST00000369340,ENST00000344859,ENST00000468030,
NR_146087	n/a
NM_001348451	n/a
NM_001461	ENST00000254090
NM_001144830	ENST00000254090,ENST00000465173,
NM_001144829	ENST00000441068
NR_038423	ENST00000437831
NM_001350181	n/a
NM_001350182	n/a
NM_001350183	n/a
NM_001350184	n/a
NR_120331	n/a
NM_183372	ENST00000604938,ENST00000480568,
NM_001101663	ENST00000604938,ENST00000480568,
NM_016334	ENST00000478307
NM_004326	ENST00000234739,
NR_046188	ENST00000604938,ENST00000480568,
NM_001350180	n/a
NR_110864	n/a
NR_145442	n/a
NM_001135789	n/a
NR_160941	n/a
NM_001199739	ENST00000368985
NM_001297673	n/a
NR_148929	n/a
NM_001271895	ENST00000369064
NM_004436	ENST00000369014
NM_001279354	n/a
NM_001279353	n/a
NM_007259	ENST00000369130,
NM_001271896	ENST00000369064
NR_073514	ENST00000369064
NR_073513	ENST00000369064
NM_004079	ENST00000368985
NM_001297674	n/a
NM_207042	ENST00000369014
NM_015203	ENST00000401000,
NM_025150	ENST00000369064
NR_103998	n/a
NM_207044	ENST00000271690
NM_207043	ENST00000271690,
NM_207168	ENST00000369009,ENST00000362052,
NM_015100	ENST00000271715
NM_001194937	ENST00000271715
NM_001194938	ENST00000271715
NM_001001523	ENST00000356728,
NM_001304764	n/a
NM_020832	ENST00000449313,ENST00000336715,ENST00000324048,
NM_001301317	n/a
NM_001304763	n/a
NM_001126337	ENST00000368849
NM_145796	ENST00000271715
NM_020127	ENST00000368849
NM_005060	ENST00000356728,
NM_207171	ENST00000361398,ENST00000271715,
NM_030918	ENST00000368841,ENST00000458013,ENST00000368843,
NM_001330723	n/a
NR_103778	n/a
NM_001244664	ENST00000368694,ENST00000368686,ENST00000368694,
NM_001159484	ENST00000368559
NM_001317077	n/a
NM_001206612	ENST00000368694
NM_020699	ENST00000368655
NM_015607	ENST00000368694,ENST00000495554,
NM_207308	ENST00000368559
NM_001206866	ENST00000368485
NM_020524	ENST00000368463,ENST00000368465,
NM_001365838	n/a
NM_000565	ENST00000368485
NM_001317734	n/a
NM_001317735	n/a
NM_002249	ENST00000271915,
NM_004952	ENST00000368408,
NM_001365837	n/a
NM_181359	ENST00000368485
NM_170782	ENST00000271915,
NM_001204087	ENST00000271915
NM_170707	ENST00000368300,
NM_001350789	n/a
NM_001350788	n/a
NR_046292	ENST00000245564
NR_046293	ENST00000245564
NR_046294	ENST00000494995
NR_046295	ENST00000245564
NR_146907	n/a
NR_146908	n/a
NR_024117	ENST00000245564,ENST00000314835,
NM_001257374	ENST00000368300
NM_170708	ENST00000347559
NM_001350776	n/a
NM_001350775	n/a
NM_001350774	n/a
NM_001350773	n/a
NM_018489	ENST00000368346,ENST00000392403,
NM_001350777	n/a
NM_001350772	n/a
NM_001350783	n/a
NM_001350781	n/a
NM_001350779	n/a
NM_001350780	n/a
NM_001256533	ENST00000245564,ENST00000314835,
NM_005572	ENST00000368301,ENST00000368300,ENST00000496738,ENST00000368300,
NM_018116	ENST00000245564
NM_001282625	n/a
NM_001282626	n/a
NM_001350785	n/a
NM_001350784	n/a
NM_001350787	n/a
NM_001350786	n/a
NM_152280	ENST00000368324
NM_001366177	n/a
NM_001350778	n/a
NM_001256532	ENST00000245564,ENST00000483734,
NM_001282624	n/a
NM_001350782	n/a
NM_144702	ENST00000337428
NM_178229	ENST00000361170
NM_005973	ENST00000271526
NM_031282	ENST00000271532
NM_001347698	n/a
NM_005894	ENST00000368174
NM_003126	ENST00000368147
NM_005531	ENST00000340979,ENST00000368132,ENST00000368131,
NM_001364867	n/a
NM_001206567	ENST00000295809
NM_001135050	ENST00000368094
NM_004371	ENST00000241704
NM_020789	ENST00000361509
NM_001098398	ENST00000241704
NM_002241	ENST00000368089
NM_001284217	n/a
NM_001231	ENST00000368079
NM_001004310	ENST00000540741,ENST00000321935,
NM_001166664	ENST00000368034
NM_001166663	ENST00000368034
NM_012394	ENST00000368010
NM_016382	ENST00000368034,
NM_007348	ENST00000367942,
NM_014697	ENST00000361897
NM_001164757	ENST00000530878,ENST00000361897,
NM_006182	ENST00000367922
NM_001014796	ENST00000367922
NM_145697	ENST00000271452
NM_001354982	n/a
NM_001254748	ENST00000313961
NM_031423	ENST00000367900
NM_001354983	n/a
NM_177398	ENST00000342310,
NR_026744	ENST00000421273
NM_006917	ENST00000359842
NM_001174069	ENST00000294816
NM_001256570	ENST00000359842
NR_033824	ENST00000465764
NM_001320302	n/a
NM_001363568	n/a
NM_012474	ENST00000479872
NR_135199	n/a
NR_002925	ENST00000477875
NM_001017961	ENST00000435676,ENST00000338353,
NR_163271	n/a
NM_001365848	n/a
NM_032858	ENST00000367872,
NM_001198786	ENST00000367866
NM_001322924	n/a
NM_001322923	n/a
NM_052862	ENST00000367854,
NM_001365849	n/a
NM_001198783	ENST00000367866,ENST00000271411,ENST00000367862,
NR_037163	n/a
NM_001286378	n/a
NM_001286377	n/a
NM_002697	ENST00000367866
NM_001198956	ENST00000367840
NM_001349774	n/a
NM_001349778	n/a
NM_001198957	ENST00000367840
NM_001349775	n/a
NM_001349776	n/a
NM_001349777	n/a
NM_001349779	n/a
NM_001349780	n/a
NM_018442	ENST00000367843,
NR_146228	n/a
NR_146229	n/a
NR_146230	n/a
NM_001937	ENST00000367817
NM_152902	ENST00000367833
NM_001143674	ENST00000367846
NM_001349773	n/a
NM_015415	ENST00000458574,ENST00000367846,
NR_026550	n/a
NM_001017977	ENST00000367843,ENST00000489398,
NM_001320973	n/a
NM_001677	ENST00000367816
NR_104091	n/a
NM_197972	ENST00000367811
NR_104229	n/a
NM_013330	ENST00000367811,ENST00000525440,ENST00000524967,
NM_001320972	n/a
NM_003666	ENST00000367807,ENST00000367808,ENST00000329281,
NM_001204514	ENST00000540905,ENST00000538366,
NM_001204517	ENST00000367765
NM_014970	ENST00000361580
NM_001136107	ENST00000439373
NM_001204516	ENST00000361580
NM_006902	ENST00000239461
NM_022716	ENST00000239461
NR_033704	n/a
NM_001460	ENST00000441535
NM_001301347	n/a
NM_001185127	ENST00000236192
NM_001365900	n/a
NM_002022	ENST00000367749
NM_003762	ENST00000236192,
NR_160266	n/a
NM_001365212	n/a
NR_037845	n/a
NR_125960	n/a
NM_001365213	n/a
NM_178527	ENST00000367714
NM_018122	ENST00000361951
NM_172071	ENST00000367696,ENST00000367694,ENST00000367696,
NM_001300852	n/a
NM_001300851	n/a
NM_001300850	n/a
NR_158982	n/a
NR_158981	n/a
NM_001366457	n/a
NM_001366456	n/a
NM_001243763	ENST00000478442
NM_001035230	ENST00000486220
NM_001330989	n/a
NM_001243765	ENST00000489615
NM_001007214	ENST00000367681
NM_001366447	n/a
NM_001366449	n/a
NM_001366448	n/a
NM_001366454	n/a
NM_001366453	n/a
NM_001366452	n/a
NM_001366451	n/a
NM_001366450	n/a
NM_001366455	n/a
NM_014412	ENST00000483307,ENST00000367679,
NM_001366446	n/a
NM_014857	ENST00000251507,ENST00000367690,ENST00000357444,ENST00000251507,
NM_001366445	n/a
NM_003285	ENST00000263525,ENST00000367674,
NM_001328635	n/a
NM_001286164	n/a
NM_020318	ENST00000367662
NM_001364856	n/a
NM_004319	ENST00000367654
NM_021936	ENST00000367661
NM_207108	ENST00000367657,ENST00000367654,ENST00000281881,
NR_037167	ENST00000476232
NR_151483	n/a
NR_151484	n/a
NR_151485	n/a
NR_151486	n/a
NR_151487	n/a
NR_151488	n/a
NR_151489	n/a
NM_001356505	n/a
NR_151492	n/a
NM_001356506	n/a
NM_001324311	n/a
NM_001324310	n/a
NM_152663	ENST00000495034,ENST00000367635,
NM_001136001	ENST00000504324,ENST00000392043,
NM_001286247	n/a
NM_004841	ENST00000448150
NM_014864	ENST00000263733
NM_001168238	ENST00000502732
NM_001168236	ENST00000502732
NM_001168237	ENST00000502732
NM_007314	ENST00000502732
NM_001349923	n/a
NM_001329713	n/a
NM_001329714	n/a
NM_022347	ENST00000553856,ENST00000482587,
NM_001349933	n/a
NM_001329716	n/a
NM_001329715	n/a
NM_001349937	n/a
NM_001349936	n/a
NM_001349934	n/a
NM_001199260	ENST00000367612
NM_001349931	n/a
NR_073544	ENST00000511157
NM_173533	ENST00000294848
NM_033343	ENST00000263726
NM_001199091	ENST00000367614
NR_138087	n/a
NR_138088	n/a
NM_001199089	ENST00000444136
NM_014810	ENST00000367607,ENST00000490141,ENST00000429851,ENST00000367607,
NM_144696	ENST00000367618,ENST00000511157,
NR_138090	n/a
NM_001349935	n/a
NM_001199085	ENST00000444136
NM_145034	ENST00000367612
NM_001135669	ENST00000367590
NM_001310213	n/a
NR_137330	n/a
NM_001195000	ENST00000367580
NM_001531	ENST00000367580
NM_004736	ENST00000367590,
NM_001328662	n/a
NM_001195035	ENST00000367578,ENST00000367580,
NM_001194999	ENST00000367580
NR_104175	n/a
NM_000721	ENST00000526775
NM_001205294	ENST00000360108,ENST00000526775,
NM_001205293	ENST00000526775
NR_149048	n/a
NM_015039	ENST00000287713
NR_033302	ENST00000367549
NM_002293	ENST00000258341
NM_001357	ENST00000367549,ENST00000485081,
NM_170706	ENST00000473046,ENST00000294868,
NM_001297671	n/a
NM_001127394	ENST00000361641
NM_001300764	n/a
NR_125335	n/a
NR_023349	n/a
NM_001363643	n/a
NM_052965	ENST00000361641,
NM_001300766	n/a
NM_001297672	n/a
NM_001297669	n/a
NM_015149	ENST00000304685,ENST00000360851,
NM_001297670	n/a
NM_001105518	ENST00000367500
NM_017673	ENST00000367500
NR_135118	n/a
NM_001319960	n/a
NM_025191	ENST00000318130,
NM_052966	ENST00000487074,ENST00000367511,
NM_001164245	ENST00000367470,ENST00000287859,
NM_001164246	ENST00000367470,ENST00000287859,
NM_031935	ENST00000271588
NM_017847	ENST00000367470,ENST00000287859,
NR_126347	n/a
NR_132374	n/a
NM_024420	ENST00000367466,
NM_001311193	n/a
NR_110716	n/a
NM_001317188	n/a
NM_199051	ENST00000367462
NR_033922	ENST00000413356
NM_130782	ENST00000367460
NM_001243399	ENST00000367440
NM_016066	ENST00000367440
NR_125789	n/a
NM_024529	ENST00000367435
NM_197962	ENST00000367439
NM_198503	ENST00000610076,ENST00000367433,ENST00000367431,ENST00000367433,ENST00000294725,ENST00000610076,
NR_146057	n/a
NM_001287819	n/a
NM_001287820	n/a
NM_001201551	ENST00000367416
NM_001201550	ENST00000367416
NM_006684	ENST00000367416
NR_146058	n/a
NM_001300858	n/a
NR_047564	n/a
NR_047563	ENST00000367400
NM_001257966	ENST00000475659,ENST00000367400,
NM_001257965	ENST00000367400
NM_201253	ENST00000367400
NM_001195215	ENST00000391979
NM_001193640	ENST00000367400,
NM_144977	ENST00000391979,ENST00000367396,
NR_125340	n/a
NR_040073	ENST00000432296
NR_110525	n/a
NM_080921	ENST00000594404
NM_002838	ENST00000352140,ENST00000367376,
NM_001276464	ENST00000367362,
NM_003822	ENST00000367362
NM_205860	ENST00000367362
NR_147176	n/a
NM_001305792	n/a
NM_000069	ENST00000362061
NM_001367841	n/a
NM_014875	ENST00000367350
NM_001297707	n/a
NM_001297708	n/a
NM_203459	ENST00000358823,
NM_001164586	ENST00000335211
NR_046696	n/a
NM_001256129	ENST00000272217
NM_018085	ENST00000361565
NM_020443	ENST00000295624,ENST00000367296,
NM_001167738	ENST00000469130,ENST00000490213,ENST00000367295,
NM_004433	ENST00000359651,ENST00000367284,
NM_001114309	ENST00000367284
NM_001193571	ENST00000367306
NM_001193572	ENST00000367306
NM_001193570	ENST00000367306
NM_138795	ENST00000272217
NM_004078	ENST00000367306,ENST00000458271,
NM_001017404	ENST00000255432
NM_001017403	ENST00000367278
NM_021636	ENST00000255432
NM_001314042	n/a
NM_032103	ENST00000391959
NM_001304332	n/a
NM_001347591	n/a
NM_177402	ENST00000367268,
NM_032104	ENST00000367270
NM_001304331	n/a
NM_006618	ENST00000235790,ENST00000367265,ENST00000367264,
NM_001365784	n/a
NM_001350265	n/a
NM_001350266	n/a
NM_001350264	n/a
NM_001350263	n/a
NM_001350262	n/a
NM_001684	ENST00000357681
NM_001350261	n/a
NM_001319239	n/a
NM_001319238	n/a
NM_014827	ENST00000367212,ENST00000332127,ENST00000545588,ENST00000332127,ENST00000495527,
NM_001365783	n/a
NM_005686	ENST00000367203,ENST00000367204,
NM_001001396	ENST00000367218,
NM_014935	ENST00000272203
NM_001001552	ENST00000391936
NM_001199051	ENST00000367151
NM_001199052	ENST00000367149
NM_006338	ENST00000367176
NM_001160333	ENST00000514644,ENST00000403080,ENST00000512826,
NM_001005389	ENST00000403080
NM_015375	ENST00000367162
NM_001199050	ENST00000367153
NR_037583	ENST00000367151
NM_001365986	n/a
NM_001160332	ENST00000539706
NM_001005388	ENST00000339876
NM_015090	ENST00000360049
NM_201630	ENST00000367175,ENST00000367177,
NM_199462	ENST00000367161
NM_001142473	ENST00000367091
NM_001193338	ENST00000367091
NM_182664	ENST00000491368,
NM_001276320	ENST00000367084
NM_153758	ENST00000340758
NM_005449	ENST00000367091
NM_182663	ENST00000491368
NM_000651	ENST00000367049
NM_025179	ENST00000367033
NM_000573	ENST00000367050,ENST00000367053,
NM_175710	ENST00000508064
NR_134511	n/a
NR_134509	n/a
NR_134510	n/a
NM_006147	ENST00000367021
NM_001146261	ENST00000422431
NM_001146262	ENST00000399639
NM_153262	ENST00000399639
NR_027459	ENST00000537238
NM_001146264	ENST00000422431
NM_001256006	ENST00000537238
NM_001206696	ENST00000367021
NM_172362	ENST00000367007
NM_002238	ENST00000367007
NM_006243	ENST00000261461
NM_001199809	ENST00000366994
NM_001199812	ENST00000366994
NR_037667	ENST00000469606
NM_001199811	ENST00000366994
NM_001320808	n/a
NM_015434	ENST00000366994
NM_014873	ENST00000366997,
