gene	tx_id	gene_recovery	transcript_recovery	tx_perc_recovery	tx_rank
HFE2	NM_213653	47.0	13.0	27.659574468085108	1.0
HFE2	NM_145277	47.0	13.0	27.659574468085108	1.0
RBM8A	NM_005105	3.0	3.0	100.0	1.0
PEX11B	NM_003846	14.0	3.0	21.428571428571427	1.0
PEX11B	NR_073491	14.0	3.0	21.428571428571427	1.0
PEX11B	NM_001184795	14.0	3.0	21.428571428571427	1.0
PEX11B	NR_073493	14.0	3.0	21.428571428571427	1.0
CHD1L	NM_004284	6.0	1.0	16.666666666666664	1.0
CHD1L	NR_046070	6.0	1.0	16.666666666666664	1.0
CHD1L	NM_024568	6.0	1.0	16.666666666666664	1.0
CHD1L	NM_001256336	6.0	1.0	16.666666666666664	1.0
CHD1L	NM_001256337	6.0	1.0	16.666666666666664	1.0
CHD1L	NM_001256338	6.0	1.0	16.666666666666664	1.0
ACP6	NM_001323625	6.0	1.0	16.666666666666664	1.0
ACP6	NR_136635	6.0	1.0	16.666666666666664	1.0
ACP6	NR_136633	6.0	1.0	16.666666666666664	1.0
ACP6	NR_136636	6.0	1.0	16.666666666666664	1.0
ACP6	NR_136634	6.0	1.0	16.666666666666664	1.0
ACP6	NM_016361	6.0	1.0	16.666666666666664	1.0
GJA5	NM_005266	12.0	6.0	50.0	1.0
GJA5	NM_181703	12.0	6.0	50.0	1.0
GJA8	NM_005267	17.0	17.0	100.0	1.0
FCGR1A	NM_000566	1.0	1.0	100.0	1.0
SF3B4	NM_005850	25.0	25.0	100.0	1.0
VPS45	NM_007259	15.0	3.0	20.0	1.0
VPS45	NM_001279353	15.0	3.0	20.0	1.0
VPS45	NM_001279354	15.0	3.0	20.0	1.0
VPS45	NR_103998	15.0	3.0	20.0	1.0
VPS45	NM_001279355	15.0	3.0	20.0	1.0
PRPF3	NM_004698	3.0	3.0	100.0	1.0
TARS2	NM_025150	7.0	2.0	28.57142857142857	1.0
TARS2	NR_073514	7.0	2.0	28.57142857142857	1.0
ECM1	NM_004425	29.0	11.0	37.93103448275862	1.0
ECM1	NM_001202858	29.0	11.0	37.93103448275862	1.0
ADAMTSL4	NM_001288608	39.0	10.0	25.64102564102564	1.0
ADAMTSL4	NM_001288607	39.0	10.0	25.64102564102564	1.0
ADAMTSL4	NM_019032	39.0	10.0	25.64102564102564	1.0
CTSK	NM_000396	29.0	29.0	100.0	1.0
PRUNE1	NM_021222	37.0	8.0	21.62162162162162	1.0
ZNF687	NM_001304764	6.0	2.0	33.33333333333333	1.0
ZNF687	NM_001304763	6.0	2.0	33.33333333333333	1.0
ZNF687	NM_020832	6.0	2.0	33.33333333333333	1.0
RFX5	NM_001025603	8.0	4.0	50.0	1.0
RFX5	NM_000449	8.0	4.0	50.0	1.0
SELENBP1	NM_001258288	9.0	3.0	33.33333333333333	1.0
SELENBP1	NM_003944	9.0	3.0	33.33333333333333	1.0
SELENBP1	NM_001258289	9.0	3.0	33.33333333333333	1.0
PSMB4	NM_002796	4.0	4.0	100.0	1.0
POGZ	NM_001194938	259.0	52.0	20.077220077220076	1.0
POGZ	NM_001194937	259.0	52.0	20.077220077220076	1.0
POGZ	NM_015100	259.0	52.0	20.077220077220076	1.0
POGZ	NM_207171	259.0	52.0	20.077220077220076	1.0
SNX27	NM_030918	6.0	3.0	50.0	1.0
SNX27	NM_001330723	6.0	3.0	50.0	1.0
TDRKH	NM_006862	4.0	1.0	25.0	1.0
TDRKH	NM_001083963	4.0	1.0	25.0	1.0
TDRKH	NM_001083964	4.0	1.0	25.0	1.0
TDRKH	NM_001083965	4.0	1.0	25.0	1.0
RORC	NM_005060	6.0	3.0	50.0	1.0
RORC	NM_001001523	6.0	3.0	50.0	1.0
TCHH	NM_007113	1.0	1.0	100.0	1.0
FLG	NM_002016	92.0	87.0	94.56521739130434	1.0
FLG2	NM_001014342	2.0	2.0	100.0	1.0
LOR	NM_000427	1.0	1.0	100.0	1.0
SNAPIN	NM_012437	1.0	1.0	100.0	1.0
GATAD2B	NM_020699	32.0	32.0	100.0	1.0
DENND4B	NM_014856	1.0	1.0	100.0	1.0
RPS27	NM_001030	1.0	1.0	100.0	1.0
TPM3	NM_152263	151.0	19.0	12.582781456953644	1.0
HAX1	NM_006118	14.0	9.0	64.28571428571429	1.0
CHRNB2	NM_000748	8.0	8.0	100.0	1.0
ADAR	NM_001025107	87.0	18.0	20.689655172413794	1.0
ADAR	NM_001111	87.0	18.0	20.689655172413794	1.0
ADAR	NM_001193495	87.0	18.0	20.689655172413794	1.0
PMVK	NM_001323012	6.0	2.0	33.33333333333333	1.0
PMVK	NM_006556	6.0	2.0	33.33333333333333	1.0
PMVK	NM_001323011	6.0	2.0	33.33333333333333	1.0
FLAD1	NM_025207	34.0	9.0	26.47058823529412	1.0
FLAD1	NM_001184891	34.0	9.0	26.47058823529412	1.0
FLAD1	NM_201398	34.0	9.0	26.47058823529412	1.0
DPM3	NM_153741	4.0	2.0	50.0	1.0
DPM3	NM_018973	4.0	2.0	50.0	1.0
GBA	NM_001005742	393.0	80.0	20.35623409669211	1.0
GBA	NM_001005741	393.0	80.0	20.35623409669211	1.0
GBA	NM_000157	393.0	80.0	20.35623409669211	1.0
PKLR	NM_000298	30.0	15.0	50.0	1.0
PKLR	NM_181871	30.0	15.0	50.0	1.0
FDPS	NM_002004	5.0	1.0	20.0	1.0
FDPS	NM_001242824	5.0	1.0	20.0	1.0
FDPS	NM_001135822	5.0	1.0	20.0	1.0
FDPS	NM_001242825	5.0	1.0	20.0	1.0
FDPS	NM_001135821	5.0	1.0	20.0	1.0
RUSC1	NR_145424	4.0	2.0	50.0	1.0
RUSC1	NR_145425	4.0	2.0	50.0	1.0
ASH1L	NM_018489	15.0	15.0	100.0	1.0
MSTO1	NR_046294	42.0	6.0	14.285714285714285	1.0
MSTO1	NR_046293	42.0	6.0	14.285714285714285	1.0
MSTO1	NR_046292	42.0	6.0	14.285714285714285	1.0
MSTO1	NM_018116	42.0	6.0	14.285714285714285	1.0
MSTO1	NM_001256532	42.0	6.0	14.285714285714285	1.0
MSTO1	NM_001256533	42.0	6.0	14.285714285714285	1.0
MSTO1	NR_046295	42.0	6.0	14.285714285714285	1.0
YY1AP1	NM_139118	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_001198906	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_001198901	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_139121	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_001198900	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_001198905	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_018253	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_139119	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_001198902	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_001198904	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_001198903	60.0	5.0	8.333333333333332	1.0
YY1AP1	NM_001198899	60.0	5.0	8.333333333333332	1.0
RIT1	NM_006912	64.0	22.0	34.375	1.0
RIT1	NM_001256821	64.0	22.0	34.375	1.0
LMNA	NM_170707	1265.0	201.0	15.889328063241107	1.0
SEMA4A	NM_001193301	16.0	4.0	25.0	1.0
SEMA4A	NM_022367	16.0	4.0	25.0	1.0
SEMA4A	NM_001193300	16.0	4.0	25.0	1.0
SEMA4A	NM_001193302	16.0	4.0	25.0	1.0
NAXE	NM_144772	7.0	7.0	100.0	1.0
NTRK1	NM_002529	84.0	29.0	34.523809523809526	1.0
NTRK1	NM_001012331	84.0	29.0	34.523809523809526	1.0
SPTA1	NM_003126	22.0	22.0	100.0	1.0
ACKR1	NM_002036	4.0	2.0	50.0	1.0
ACKR1	NM_001122951	4.0	2.0	50.0	1.0
PIGM	NM_145167	1.0	1.0	100.0	1.0
KCNJ10	NM_002241	11.0	11.0	100.0	1.0
ATP1A2	NM_000702	37.0	37.0	100.0	1.0
CASQ1	NM_001231	2.0	2.0	100.0	1.0
DCAF8	NM_015726	3.0	1.0	33.33333333333333	1.0
DCAF8	NR_028104	3.0	1.0	33.33333333333333	1.0
DCAF8	NR_028103	3.0	1.0	33.33333333333333	1.0
PEX19	NR_036492	12.0	3.0	25.0	1.0
PEX19	NR_036493	12.0	3.0	25.0	1.0
PEX19	NM_001193644	12.0	3.0	25.0	1.0
PEX19	NM_002857	12.0	3.0	25.0	1.0
COPA	NM_004371	12.0	6.0	50.0	1.0
COPA	NM_001098398	12.0	6.0	50.0	1.0
NCSTN	NM_001290184	14.0	5.0	35.714285714285715	1.0
NCSTN	NM_015331	14.0	5.0	35.714285714285715	1.0
NECTIN4	NM_030916	6.0	6.0	100.0	1.0
UFC1	NM_016406	2.0	2.0	100.0	1.0
PPOX	NM_001122764	36.0	18.0	50.0	1.0
PPOX	NM_000309	36.0	18.0	50.0	1.0
NDUFS2	NM_004550	10.0	5.0	50.0	1.0
NDUFS2	NM_001166159	10.0	5.0	50.0	1.0
MPZ	NM_000530	174.0	87.0	50.0	1.0
MPZ	NM_001315491	174.0	87.0	50.0	1.0
SDHC	NR_103459	73.0	14.0	19.17808219178082	1.0
SDHC	NM_003001	73.0	14.0	19.17808219178082	1.0
SDHC	NM_001035512	73.0	14.0	19.17808219178082	1.0
ATF6	NM_007348	9.0	9.0	100.0	1.0
OLFML2B	NM_015441	24.0	8.0	33.33333333333333	1.0
OLFML2B	NM_001297713	24.0	8.0	33.33333333333333	1.0
OLFML2B	NM_001347700	24.0	8.0	33.33333333333333	1.0
UHMK1	NM_001184763	3.0	1.0	33.33333333333333	1.0
UHMK1	NM_175866	3.0	1.0	33.33333333333333	1.0
UHMK1	NM_144624	3.0	1.0	33.33333333333333	1.0
DDR2	NM_001014796	24.0	12.0	50.0	1.0
DDR2	NM_006182	24.0	12.0	50.0	1.0
PBX1	NM_002585	24.0	8.0	33.33333333333333	1.0
PBX1	NM_001204963	24.0	8.0	33.33333333333333	1.0
PBX1	NM_001204961	24.0	8.0	33.33333333333333	1.0
LMX1A	NM_177398	2.0	1.0	50.0	1.0
LMX1A	NM_001174069	2.0	1.0	50.0	1.0
TMCO1	NR_045818	31.0	8.0	25.806451612903224	1.0
TMCO1	NM_019026	31.0	8.0	25.806451612903224	1.0
TMCO1	NM_001256165	31.0	8.0	25.806451612903224	1.0
CD247	NM_000734	12.0	6.0	50.0	1.0
CD247	NM_198053	12.0	6.0	50.0	1.0
ADCY10	NM_001167749	3.0	1.0	33.33333333333333	1.0
ADCY10	NM_018417	3.0	1.0	33.33333333333333	1.0
ADCY10	NM_001297772	3.0	1.0	33.33333333333333	1.0
DCAF6	NM_001198956	4.0	1.0	25.0	1.0
DCAF6	NM_018442	4.0	1.0	25.0	1.0
DCAF6	NM_001017977	4.0	1.0	25.0	1.0
DCAF6	NM_001198957	4.0	1.0	25.0	1.0
GPR161	NM_001267610	4.0	1.0	25.0	1.0
GPR161	NM_001267609	4.0	1.0	25.0	1.0
GPR161	NM_001267611	4.0	1.0	25.0	1.0
GPR161	NM_153832	4.0	1.0	25.0	1.0
TBX19	NM_005149	10.0	10.0	100.0	1.0
DPT	NM_001937	1.0	1.0	100.0	1.0
SLC19A2	NM_006996	22.0	15.0	68.18181818181817	1.0
F5	NM_000130	22.0	22.0	100.0	1.0
GORAB	NM_001320252	24.0	6.0	25.0	1.0
GORAB	NR_027397	24.0	6.0	25.0	1.0
GORAB	NM_152281	24.0	6.0	25.0	1.0
GORAB	NM_001146039	24.0	6.0	25.0	1.0
PRRX1	NM_006902	8.0	4.0	50.0	1.0
PRRX1	NM_022716	8.0	4.0	50.0	1.0
FMO3	NM_001002294	61.0	16.0	26.229508196721312	1.0
FMO3	NM_001319173	61.0	16.0	26.229508196721312	1.0
FMO3	NM_006894	61.0	16.0	26.229508196721312	1.0
MYOC	NM_000261	19.0	19.0	100.0	1.0
PIGC	NM_153747	6.0	3.0	50.0	1.0
PIGC	NM_002642	6.0	3.0	50.0	1.0
FASLG	NM_000639	4.0	2.0	50.0	1.0
FASLG	NM_001302746	4.0	2.0	50.0	1.0
DARS2	NM_018122	23.0	23.0	100.0	1.0
SERPINC1	NM_000488	47.0	47.0	100.0	1.0
MRPS14	NM_022100	2.0	1.0	50.0	1.0
MRPS14	NR_037606	2.0	1.0	50.0	1.0
TNR	NM_001328635	14.0	7.0	50.0	1.0
TNR	NM_003285	14.0	7.0	50.0	1.0
ASTN1	NM_001286164	3.0	1.0	33.33333333333333	1.0
ASTN1	NM_004319	3.0	1.0	33.33333333333333	1.0
ASTN1	NM_207108	3.0	1.0	33.33333333333333	1.0
NPHS2	NM_014625	62.0	32.0	51.61290322580645	1.0
TOR1AIP1	NM_001267578	10.0	5.0	50.0	1.0
TOR1AIP1	NM_015602	10.0	5.0	50.0	1.0
LHX4	NM_033343	11.0	7.0	63.63636363636363	1.0
XPR1	NM_004736	16.0	4.0	25.0	1.0
XPR1	NM_001135669	16.0	4.0	25.0	1.0
XPR1	NR_137330	16.0	4.0	25.0	1.0
XPR1	NM_001328662	16.0	4.0	25.0	1.0
CACNA1E	NM_001205293	27.0	9.0	33.33333333333333	1.0
CACNA1E	NM_000721	27.0	9.0	33.33333333333333	1.0
CACNA1E	NM_001205294	27.0	9.0	33.33333333333333	1.0
GLUL	NM_001033044	12.0	4.0	33.33333333333333	1.0
GLUL	NM_002065	12.0	4.0	33.33333333333333	1.0
GLUL	NM_001033056	12.0	4.0	33.33333333333333	1.0
RNASEL	NM_021133	2.0	2.0	100.0	1.0
LAMC2	NM_005562	64.0	34.0	53.125	1.0
NMNAT2	NM_015039	4.0	2.0	50.0	1.0
NMNAT2	NM_170706	4.0	2.0	50.0	1.0
NCF2	NM_001127651	51.0	15.0	29.411764705882355	1.0
NCF2	NM_000433	51.0	15.0	29.411764705882355	1.0
TSEN15	NR_125335	10.0	2.0	20.0	1.0
TSEN15	NR_023349	10.0	2.0	20.0	1.0
TSEN15	NM_001300764	10.0	2.0	20.0	1.0
TSEN15	NM_052965	10.0	2.0	20.0	1.0
EDEM3	NM_025191	6.0	2.0	33.33333333333333	1.0
EDEM3	NM_001319960	6.0	2.0	33.33333333333333	1.0
EDEM3	NR_135118	6.0	2.0	33.33333333333333	1.0
HMCN1	NM_031935	1.0	1.0	100.0	1.0
PRG4	NM_005807	50.0	10.0	20.0	1.0
PRG4	NM_001303232	50.0	10.0	20.0	1.0
PRG4	NM_001127709	50.0	10.0	20.0	1.0
PRG4	NM_001127708	50.0	10.0	20.0	1.0
PRG4	NM_001127710	50.0	10.0	20.0	1.0
TPR	NM_003292	3.0	3.0	100.0	1.0
PLA2G4A	NM_024420	6.0	3.0	50.0	1.0
PLA2G4A	NM_001311193	6.0	3.0	50.0	1.0
CDC73	NM_024529	38.0	38.0	100.0	1.0
KCNT2	NM_001287820	3.0	1.0	33.33333333333333	1.0
KCNT2	NM_001287819	3.0	1.0	33.33333333333333	1.0
KCNT2	NM_198503	3.0	1.0	33.33333333333333	1.0
CFH	NM_000186	24.0	16.0	66.66666666666666	1.0
CFHR3	NM_021023	2.0	1.0	50.0	1.0
CFHR3	NM_001166624	2.0	1.0	50.0	1.0
CFHR5	NM_030787	1.0	1.0	100.0	1.0
F13B	NM_001994	3.0	3.0	100.0	1.0
ASPM	NM_018136	258.0	162.0	62.7906976744186	1.0
CRB1	NM_001257965	352.0	65.0	18.46590909090909	1.0
CRB1	NR_047564	352.0	65.0	18.46590909090909	1.0
CRB1	NM_201253	352.0	65.0	18.46590909090909	1.0
PTPRC	NM_002838	6.0	3.0	50.0	1.0
PTPRC	NM_080921	6.0	3.0	50.0	1.0
KIF14	NM_014875	16.0	8.0	50.0	1.0
KIF14	NM_001305792	16.0	8.0	50.0	1.0
DDX59	NM_001031725	4.0	2.0	50.0	1.0
CACNA1S	NM_000069	20.0	20.0	100.0	1.0
PKP1	NM_000299	6.0	3.0	50.0	1.0
PKP1	NM_001005337	6.0	3.0	50.0	1.0
TNNT2	NM_001001432	255.0	38.0	14.901960784313726	1.0
TNNT2	NM_001001431	255.0	38.0	14.901960784313726	1.0
TNNT2	NM_001001430	255.0	38.0	14.901960784313726	1.0
TNNT2	NM_000364	255.0	38.0	14.901960784313726	1.0
TNNT2	NM_001276345	255.0	38.0	14.901960784313726	1.0
TNNT2	NM_001276347	255.0	38.0	14.901960784313726	1.0
LMOD1	NM_012134	1.0	1.0	100.0	1.0
UBE2T	NM_014176	2.0	1.0	50.0	1.0
UBE2T	NM_001310326	2.0	1.0	50.0	1.0
SYT2	NM_177402	4.0	2.0	50.0	1.0
SYT2	NM_001136504	4.0	2.0	50.0	1.0
KDM5B	NM_006618	17.0	6.0	35.294117647058826	1.0
KDM5B	NM_001314042	17.0	6.0	35.294117647058826	1.0
SNRPE	NM_001304464	8.0	2.0	25.0	1.0
SNRPE	NR_130746	8.0	2.0	25.0	1.0
SNRPE	NM_003094	8.0	2.0	25.0	1.0
REN	NM_000537	9.0	9.0	100.0	1.0
KISS1	NM_002256	1.0	1.0	100.0	1.0
PPP1R15B	NM_032833	1.0	1.0	100.0	1.0
NFASC	NM_001160332	13.0	3.0	23.076923076923077	1.0
NFASC	NM_015090	13.0	3.0	23.076923076923077	1.0
NFASC	NM_001160331	13.0	3.0	23.076923076923077	1.0
CNTN2	NM_001346083	3.0	1.0	33.33333333333333	1.0
CNTN2	NM_005076	3.0	1.0	33.33333333333333	1.0
CNTN2	NR_144350	3.0	1.0	33.33333333333333	1.0
DSTYK	NM_199462	4.0	2.0	50.0	1.0
DSTYK	NM_015375	4.0	2.0	50.0	1.0
CD55	NM_001114752	30.0	5.0	16.666666666666664	1.0
CD55	NM_001300903	30.0	5.0	16.666666666666664	1.0
CD55	NR_125349	30.0	5.0	16.666666666666664	1.0
CD55	NM_001300904	30.0	5.0	16.666666666666664	1.0
CD55	NM_000574	30.0	5.0	16.666666666666664	1.0
CD55	NM_001300902	30.0	5.0	16.666666666666664	1.0
CR2	NM_001006658	4.0	2.0	50.0	1.0
CR2	NM_001877	4.0	2.0	50.0	1.0
CD46	NM_002389	43.0	6.0	13.953488372093023	1.0
CD46	NM_172351	43.0	6.0	13.953488372093023	1.0
CD46	NM_172352	43.0	6.0	13.953488372093023	1.0
PLXNA2	NM_025179	1.0	1.0	100.0	1.0
LAMB3	NM_000228	153.0	51.0	33.33333333333333	1.0
LAMB3	NM_001127641	153.0	51.0	33.33333333333333	1.0
LAMB3	NM_001017402	153.0	51.0	33.33333333333333	1.0
MIR4260	NR_036213	1.0	1.0	100.0	1.0
HSD11B1	NM_001206741	6.0	2.0	33.33333333333333	1.0
HSD11B1	NM_181755	6.0	2.0	33.33333333333333	1.0
HSD11B1	NM_005525	6.0	2.0	33.33333333333333	1.0
IRF6	NM_006147	76.0	44.0	57.89473684210527	1.0
SYT14	NM_001256006	12.0	2.0	16.666666666666664	1.0
SYT14	NR_027459	12.0	2.0	16.666666666666664	1.0
SYT14	NM_001146261	12.0	2.0	16.666666666666664	1.0
SYT14	NM_001146264	12.0	2.0	16.666666666666664	1.0
SYT14	NM_001146262	12.0	2.0	16.666666666666664	1.0
SYT14	NM_153262	12.0	2.0	16.666666666666664	1.0
HHAT	NM_001122834	5.0	1.0	20.0	1.0
HHAT	NM_001170564	5.0	1.0	20.0	1.0
HHAT	NM_018194	5.0	1.0	20.0	1.0
HHAT	NM_001170588	5.0	1.0	20.0	1.0
HHAT	NM_001170580	5.0	1.0	20.0	1.0
KCNH1	NM_002238	30.0	15.0	50.0	1.0
KCNH1	NM_172362	30.0	15.0	50.0	1.0
RD3	NM_001164688	8.0	4.0	50.0	1.0
RD3	NM_183059	8.0	4.0	50.0	1.0
NEK2	NM_001204182	3.0	1.0	33.33333333333333	1.0
NEK2	NM_002497	3.0	1.0	33.33333333333333	1.0
NEK2	NM_001204183	3.0	1.0	33.33333333333333	1.0
FLVCR1	NM_014053	14.0	14.0	100.0	1.0
RPS6KC1	NM_001287219	6.0	1.0	16.666666666666664	1.0
RPS6KC1	NM_001287218	6.0	1.0	16.666666666666664	1.0
RPS6KC1	NM_012424	6.0	1.0	16.666666666666664	1.0
RPS6KC1	NM_001287220	6.0	1.0	16.666666666666664	1.0
RPS6KC1	NM_001287221	6.0	1.0	16.666666666666664	1.0
RPS6KC1	NM_001136138	6.0	1.0	16.666666666666664	1.0
PTPN14	NM_005401	1.0	1.0	100.0	1.0
CENPF	NM_016343	16.0	16.0	100.0	1.0
KCTD3	NM_001319295	3.0	1.0	33.33333333333333	1.0
KCTD3	NM_016121	3.0	1.0	33.33333333333333	1.0
KCTD3	NM_001319294	3.0	1.0	33.33333333333333	1.0
USH2A	NM_206933	383.0	293.0	76.50130548302873	1.0
LOC102723833	NR_125992	6.0	3.0	50.0	1.0
LOC102723833	NR_125993	6.0	3.0	50.0	1.0
TGFB2	NM_001135599	104.0	26.0	25.0	1.0
TGFB2	NR_138149	104.0	26.0	25.0	1.0
TGFB2	NM_003238	104.0	26.0	25.0	1.0
TGFB2	NR_138148	104.0	26.0	25.0	1.0
SLC30A10	NM_018713	28.0	14.0	50.0	1.0
SLC30A10	NR_046437	28.0	14.0	50.0	1.0
EPRS	NM_004446	5.0	5.0	100.0	1.0
IARS2	NM_018060	8.0	8.0	100.0	1.0
RAB3GAP2	NM_012414	9.0	9.0	100.0	1.0
DISP1	NM_032890	1.0	1.0	100.0	1.0
DEGS1	NM_001321541	21.0	7.0	33.33333333333333	1.0
DEGS1	NM_003676	21.0	7.0	33.33333333333333	1.0
DEGS1	NM_001321542	21.0	7.0	33.33333333333333	1.0
WDR26	NM_001115113	26.0	13.0	50.0	1.0
WDR26	NM_025160	26.0	13.0	50.0	1.0
LBR	NM_194442	32.0	16.0	50.0	1.0
LBR	NM_002296	32.0	16.0	50.0	1.0
TMEM63A	NM_014698	3.0	3.0	100.0	1.0
PYCR2	NM_013328	13.0	7.0	53.84615384615385	1.0
MIR6741	NR_106799	1.0	1.0	100.0	1.0
LEFTY2	NM_001172425	2.0	1.0	50.0	1.0
LEFTY2	NM_003240	2.0	1.0	50.0	1.0
H3F3A	NM_002107	3.0	3.0	100.0	1.0
PSEN2	NM_000447	14.0	7.0	50.0	1.0
PSEN2	NM_012486	14.0	7.0	50.0	1.0
COQ8A	NM_020247	37.0	37.0	100.0	1.0
ARF1	NM_001024226	16.0	4.0	25.0	1.0
ARF1	NM_001658	16.0	4.0	25.0	1.0
ARF1	NM_001024227	16.0	4.0	25.0	1.0
ARF1	NM_001024228	16.0	4.0	25.0	1.0
GJC2	NM_020435	29.0	29.0	100.0	1.0
IBA57	NM_001010867	19.0	12.0	63.1578947368421	1.0
OBSCN	NM_001271223	6.0	2.0	33.33333333333333	1.0
OBSCN	NM_001098623	6.0	2.0	33.33333333333333	1.0
OBSCN	NM_052843	6.0	2.0	33.33333333333333	1.0
ACTA1	NM_001100	72.0	72.0	100.0	1.0
NUP133	NM_018230	3.0	3.0	100.0	1.0
COG2	NM_007357	6.0	3.0	50.0	1.0
COG2	NM_001145036	6.0	3.0	50.0	1.0
AGT	NM_000029	4.0	4.0	100.0	1.0
GNPAT	NM_014236	18.0	9.0	50.0	1.0
GNPAT	NM_001316350	18.0	9.0	50.0	1.0
SPRTN	NM_001010984	8.0	3.0	37.5	1.0
SPRTN	NM_032018	8.0	3.0	37.5	1.0
EGLN1	NM_022051	4.0	4.0	100.0	1.0
COA6	NM_001206641	9.0	3.0	33.33333333333333	1.0
COA6	NM_001012985	9.0	3.0	33.33333333333333	1.0
COA6	NM_001301733	9.0	3.0	33.33333333333333	1.0
IRF2BP2	NM_001077397	2.0	1.0	50.0	1.0
IRF2BP2	NM_182972	2.0	1.0	50.0	1.0
TBCE	NM_001079515	34.0	9.0	26.47058823529412	1.0
TBCE	NM_001287801	34.0	9.0	26.47058823529412	1.0
TBCE	NM_003193	34.0	9.0	26.47058823529412	1.0
B3GALNT2	NM_152490	16.0	10.0	62.5	1.0
LYST	NM_001301365	94.0	46.0	48.93617021276596	1.0
LYST	NM_000081	94.0	46.0	48.93617021276596	1.0
NID1	NM_002508	1.0	1.0	100.0	1.0
EDARADD	NM_145861	14.0	7.0	50.0	1.0
EDARADD	NM_080738	14.0	7.0	50.0	1.0
ACTN2	NM_001278344	30.0	10.0	33.33333333333333	1.0
ACTN2	NM_001278343	30.0	10.0	33.33333333333333	1.0
ACTN2	NM_001103	30.0	10.0	33.33333333333333	1.0
MTR	NM_000254	38.0	13.0	34.21052631578947	1.0
MTR	NM_001291940	38.0	13.0	34.21052631578947	1.0
RYR2	NM_001035	114.0	114.0	100.0	1.0
CHRM3	NM_001347716	2.0	1.0	50.0	1.0
CHRM3	NM_000740	2.0	1.0	50.0	1.0
FMN2	NM_001305424	13.0	5.0	38.46153846153847	1.0
FMN2	NM_020066	13.0	5.0	38.46153846153847	1.0
GREM2	NM_022469	2.0	2.0	100.0	1.0
FH	NM_000143	145.0	145.0	100.0	1.0
EXO1	NM_130398	4.0	1.0	25.0	1.0
EXO1	NM_001319224	4.0	1.0	25.0	1.0
EXO1	NM_006027	4.0	1.0	25.0	1.0
EXO1	NM_003686	4.0	1.0	25.0	1.0
SDCCAG8	NM_006642	13.0	13.0	100.0	1.0
AKT3	NM_181690	15.0	5.0	33.33333333333333	1.0
AKT3	NM_001206729	15.0	5.0	33.33333333333333	1.0
AKT3	NM_005465	15.0	5.0	33.33333333333333	1.0
ZBTB18	NM_001278196	69.0	23.0	33.33333333333333	1.0
ZBTB18	NM_205768	69.0	23.0	33.33333333333333	1.0
ZBTB18	NM_006352	69.0	23.0	33.33333333333333	1.0
COX20	NM_001312871	18.0	3.0	16.666666666666664	1.0
COX20	NM_198076	18.0	3.0	16.666666666666664	1.0
COX20	NM_001312872	18.0	3.0	16.666666666666664	1.0
COX20	NM_001312874	18.0	3.0	16.666666666666664	1.0
COX20	NR_132420	18.0	3.0	16.666666666666664	1.0
HNRNPU	NM_031844	67.0	34.0	50.74626865671642	1.0
KIF26B	NM_018012	1.0	1.0	100.0	1.0
NLRP3	NM_001079821	130.0	22.0	16.923076923076923	1.0
NLRP3	NM_004895	130.0	22.0	16.923076923076923	1.0
NLRP3	NM_001243133	130.0	22.0	16.923076923076923	1.0
NLRP3	NM_001127462	130.0	22.0	16.923076923076923	1.0
TPO	NM_000547	100.0	18.0	18.0	1.0
TPO	NM_001206744	100.0	18.0	18.0	1.0
PXDN	NM_012293	5.0	5.0	100.0	1.0
MYT1L	NM_015025	180.0	18.0	10.0	1.0
MYT1L	NM_001303052	180.0	18.0	10.0	1.0
MYT1L	NM_001329849	180.0	18.0	10.0	1.0
MYT1L	NM_001329844	180.0	18.0	10.0	1.0
MYT1L	NM_001329851	180.0	18.0	10.0	1.0
MYT1L	NM_001329846	180.0	18.0	10.0	1.0
MYT1L	NM_001329852	180.0	18.0	10.0	1.0
MYT1L	NM_001329847	180.0	18.0	10.0	1.0
MYT1L	NM_001329848	180.0	18.0	10.0	1.0
MYT1L	NM_001329845	180.0	18.0	10.0	1.0
TRAPPC12	NM_016030	6.0	3.0	50.0	1.0
TRAPPC12	NM_001321102	6.0	3.0	50.0	1.0
RNASEH1	NM_002936	9.0	3.0	33.33333333333333	1.0
RNASEH1	NM_001286834	9.0	3.0	33.33333333333333	1.0
RNASEH1	NM_001286837	9.0	3.0	33.33333333333333	1.0
COLEC11	NM_199235	29.0	3.0	10.344827586206897	1.0
COLEC11	NR_045659	29.0	3.0	10.344827586206897	1.0
COLEC11	NM_024027	29.0	3.0	10.344827586206897	1.0
COLEC11	NM_001255983	29.0	3.0	10.344827586206897	1.0
COLEC11	NM_001255982	29.0	3.0	10.344827586206897	1.0
COLEC11	NM_001255984	29.0	3.0	10.344827586206897	1.0
COLEC11	NM_001255985	29.0	3.0	10.344827586206897	1.0
