tx_id	gene	gene_recovery	transcript_recovery	tx_perc_recovery
NM_001271684	SLC35A3	9.0	1.0	11.11111111111111
NM_001271685	SLC35A3	9.0	4.0	44.44444444444444
NM_001304829	SASS6	3.0	1.0	33.33333333333333
NM_194292	SASS6	3.0	2.0	66.66666666666666
NM_001918	DBT	24.0	24.0	100.0
NM_001319211	CDC14A	53.0	9.0	16.9811320754717
NM_001319210	CDC14A	53.0	9.0	16.9811320754717
NM_003672	CDC14A	53.0	9.0	16.9811320754717
NM_033312	CDC14A	53.0	9.0	16.9811320754717
NM_001319212	CDC14A	53.0	9.0	16.9811320754717
NM_033313	CDC14A	53.0	8.0	15.09433962264151
NM_022049	GPR88	1.0	1.0	100.0
NM_001144884	SLC30A7	2.0	1.0	50.0
NM_133496	SLC30A7	2.0	1.0	50.0
NM_001190709	COL11A1	97.0	19.0	19.587628865979383
NM_080629	COL11A1	97.0	19.0	19.587628865979383
NM_080630	COL11A1	97.0	19.0	19.587628865979383
NM_001854	COL11A1	97.0	20.0	20.618556701030926
NR_134980	COL11A1	97.0	20.0	20.618556701030926
NM_017619	RNPC3	2.0	2.0	100.0
NM_013386	SLC25A24	4.0	2.0	50.0
NM_213651	SLC25A24	4.0	2.0	50.0
NM_001321039	GPSM2	36.0	12.0	33.33333333333333
NM_013296	GPSM2	36.0	12.0	33.33333333333333
NM_001321038	GPSM2	36.0	12.0	33.33333333333333
NM_005645	TAF13	2.0	2.0	100.0
NM_001330669	SARS	4.0	2.0	50.0
NM_006513	SARS	4.0	2.0	50.0
NR_034072	SARS	4.0	0.0	0.0
NM_001408	CELSR2	2.0	2.0	100.0
NM_006496	GNAI3	1.0	1.0	100.0
NM_005272	GNAT2	12.0	12.0	100.0
NM_001257360	AMPD2	80.0	14.0	17.5
NM_139156	AMPD2	80.0	14.0	17.5
NM_004037	AMPD2	80.0	14.0	17.5
NM_001308170	AMPD2	80.0	12.0	15.0
NM_001257361	AMPD2	80.0	14.0	17.5
NM_203404	AMPD2	80.0	12.0	15.0
NM_006492	ALX3	7.0	7.0	100.0
NM_001010898	SLC6A17	2.0	2.0	100.0
NM_001204269	KCNA2	19.0	4.0	21.052631578947366
NM_004974	KCNA2	19.0	15.0	78.94736842105263
NM_178454	DRAM2	8.0	8.0	100.0
NM_172198	KCND3	12.0	6.0	50.0
NM_004980	KCND3	12.0	6.0	50.0
NR_046783	KCND3	12.0	0.0	0.0
NR_046619	KCND3	12.0	0.0	0.0
NM_004185	WNT2B	3.0	1.0	33.33333333333333
NM_001291880	WNT2B	3.0	1.0	33.33333333333333
NM_024494	WNT2B	3.0	1.0	33.33333333333333
NM_003051	SLC16A1	21.0	11.0	52.38095238095239
NM_001166496	SLC16A1	21.0	10.0	47.61904761904761
NR_103743	SLC16A1	21.0	0.0	0.0
NR_103744	SLC16A1	21.0	0.0	0.0
NM_001312686	LRIG2	10.0	5.0	50.0
NM_014813	LRIG2	10.0	5.0	50.0
NR_125965	AP4B1	53.0	3.0	5.660377358490567
NR_037864	AP4B1	53.0	3.0	5.660377358490567
NM_001253853	AP4B1	53.0	13.0	24.528301886792452
NM_006594	AP4B1	53.0	13.0	24.528301886792452
NM_001308312	AP4B1	53.0	8.0	15.09433962264151
NM_001253852	AP4B1	53.0	13.0	24.528301886792452
NM_001172626	AMPD1	2.0	1.0	50.0
NM_000036	AMPD1	2.0	1.0	50.0
NM_002524	NRAS	27.0	27.0	100.0
NM_000549	TSHB	4.0	3.0	75.0
NM_001277991	TSHB	4.0	1.0	25.0
NM_002506	NGF	1.0	1.0	100.0
NM_138959	VANGL1	3.0	1.0	33.33333333333333
NM_001172411	VANGL1	3.0	1.0	33.33333333333333
NM_001172412	VANGL1	3.0	1.0	33.33333333333333
NM_001232	CASQ2	18.0	18.0	100.0
NM_000701	ATP1A1	40.0	13.0	32.5
NM_001160233	ATP1A1	40.0	13.0	32.5
NM_001160234	ATP1A1	40.0	13.0	32.5
NR_027646	ATP1A1	40.0	0.0	0.0
NR_027645	ATP1A1	40.0	1.0	2.5
NR_024125	ATP1A1	40.0	0.0	0.0
NR_024124	ATP1A1	40.0	0.0	0.0
NR_024126	ATP1A1	40.0	0.0	0.0
NM_001007237	IGSF3	2.0	1.0	50.0
NM_001542	IGSF3	2.0	1.0	50.0
NM_017686	GDAP2	6.0	3.0	50.0
NM_001135589	GDAP2	6.0	3.0	50.0
NM_206996	SPAG17	1.0	1.0	100.0
NM_015836	WARS2	12.0	6.0	50.0
NM_201263	WARS2	12.0	6.0	50.0
NR_126447	WARS2	12.0	0.0	0.0
NR_125975	LOC101929147	4.0	1.0	25.0
NR_125976	LOC101929147	4.0	1.0	25.0
NR_125974	LOC101929147	4.0	1.0	25.0
NR_125977	LOC101929147	4.0	1.0	25.0
NM_001166120	HSD3B2	30.0	15.0	50.0
NM_000198	HSD3B2	30.0	15.0	50.0
NM_006623	PHGDH	11.0	11.0	100.0
NM_001166107	HMGCS2	12.0	6.0	50.0
NM_005518	HMGCS2	12.0	6.0	50.0
NM_024408	NOTCH2	53.0	40.0	75.47169811320755
NM_001200001	NOTCH2	53.0	13.0	24.528301886792452
NM_213653	HFE2	47.0	13.0	27.659574468085108
NM_001316767	HFE2	47.0	7.0	14.893617021276595
NM_145277	HFE2	47.0	13.0	27.659574468085108
NM_202004	HFE2	47.0	7.0	14.893617021276595
NM_213652	HFE2	47.0	7.0	14.893617021276595
NM_005105	RBM8A	3.0	3.0	100.0
NM_003846	PEX11B	14.0	3.0	21.428571428571427
NR_073492	PEX11B	14.0	2.0	14.285714285714285
NR_073491	PEX11B	14.0	3.0	21.428571428571427
NM_001184795	PEX11B	14.0	3.0	21.428571428571427
NR_073493	PEX11B	14.0	3.0	21.428571428571427
NM_004284	CHD1L	6.0	1.0	16.666666666666664
NR_046070	CHD1L	6.0	1.0	16.666666666666664
NM_024568	CHD1L	6.0	1.0	16.666666666666664
NM_001256336	CHD1L	6.0	1.0	16.666666666666664
NM_001256337	CHD1L	6.0	1.0	16.666666666666664
NM_001256338	CHD1L	6.0	1.0	16.666666666666664
NM_001323625	ACP6	6.0	1.0	16.666666666666664
NR_136635	ACP6	6.0	1.0	16.666666666666664
NR_136633	ACP6	6.0	1.0	16.666666666666664
NR_136636	ACP6	6.0	1.0	16.666666666666664
NR_136634	ACP6	6.0	1.0	16.666666666666664
NM_016361	ACP6	6.0	1.0	16.666666666666664
NM_005266	GJA5	12.0	6.0	50.0
NM_181703	GJA5	12.0	6.0	50.0
NM_005267	GJA8	17.0	17.0	100.0
NM_000566	FCGR1A	1.0	1.0	100.0
NM_005850	SF3B4	25.0	25.0	100.0
NM_007259	VPS45	15.0	3.0	20.0
NM_001279353	VPS45	15.0	3.0	20.0
NM_001279354	VPS45	15.0	3.0	20.0
NR_103998	VPS45	15.0	3.0	20.0
NM_001279355	VPS45	15.0	3.0	20.0
NM_004698	PRPF3	3.0	3.0	100.0
NM_025150	TARS2	7.0	2.0	28.57142857142857
NM_001271895	TARS2	7.0	1.0	14.285714285714285
NM_001271896	TARS2	7.0	1.0	14.285714285714285
NR_073514	TARS2	7.0	2.0	28.57142857142857
NR_073513	TARS2	7.0	1.0	14.285714285714285
NM_004425	ECM1	29.0	11.0	37.93103448275862
NM_022664	ECM1	29.0	7.0	24.137931034482758
NM_001202858	ECM1	29.0	11.0	37.93103448275862
NM_001288608	ADAMTSL4	39.0	10.0	25.64102564102564
NM_001288607	ADAMTSL4	39.0	10.0	25.64102564102564
NM_019032	ADAMTSL4	39.0	10.0	25.64102564102564
NM_025008	ADAMTSL4	39.0	9.0	23.076923076923077
NR_104133	ADAMTSL4	39.0	0.0	0.0
NM_000396	CTSK	29.0	29.0	100.0
NM_021222	PRUNE1	37.0	8.0	21.62162162162162
NM_001303242	PRUNE1	37.0	6.0	16.216216216216218
NM_001303243	PRUNE1	37.0	6.0	16.216216216216218
NM_001303229	PRUNE1	37.0	6.0	16.216216216216218
NR_130135	PRUNE1	37.0	3.0	8.108108108108109
NR_130131	PRUNE1	37.0	4.0	10.81081081081081
NR_130132	PRUNE1	37.0	2.0	5.405405405405405
NR_130130	PRUNE1	37.0	2.0	5.405405405405405
NM_001304764	ZNF687	6.0	2.0	33.33333333333333
NM_001304763	ZNF687	6.0	2.0	33.33333333333333
NM_020832	ZNF687	6.0	2.0	33.33333333333333
NM_001025603	RFX5	8.0	4.0	50.0
NM_000449	RFX5	8.0	4.0	50.0
NM_001258288	SELENBP1	9.0	3.0	33.33333333333333
NM_003944	SELENBP1	9.0	3.0	33.33333333333333
NM_001258289	SELENBP1	9.0	3.0	33.33333333333333
NM_002796	PSMB4	4.0	4.0	100.0
NM_001194938	POGZ	259.0	52.0	20.077220077220076
NM_145796	POGZ	259.0	51.0	19.69111969111969
NM_001194937	POGZ	259.0	52.0	20.077220077220076
NM_015100	POGZ	259.0	52.0	20.077220077220076
NM_207171	POGZ	259.0	52.0	20.077220077220076
NM_030918	SNX27	6.0	3.0	50.0
NM_001330723	SNX27	6.0	3.0	50.0
NM_006862	TDRKH	4.0	1.0	25.0
NM_001083963	TDRKH	4.0	1.0	25.0
NM_001083964	TDRKH	4.0	1.0	25.0
NM_001083965	TDRKH	4.0	1.0	25.0
NM_005060	RORC	6.0	3.0	50.0
NM_001001523	RORC	6.0	3.0	50.0
NM_007113	TCHH	1.0	1.0	100.0
NM_002016	FLG	92.0	87.0	94.56521739130434
NR_103778	FLG	92.0	5.0	5.434782608695652
NR_103779	FLG	92.0	0.0	0.0
NM_001014342	FLG2	2.0	2.0	100.0
NM_000427	LOR	1.0	1.0	100.0
NM_012437	SNAPIN	1.0	1.0	100.0
NR_052019	SNAPIN	1.0	0.0	0.0
NR_052020	SNAPIN	1.0	0.0	0.0
NM_020699	GATAD2B	32.0	32.0	100.0
NM_014856	DENND4B	1.0	1.0	100.0
NM_001030	RPS27	1.0	1.0	100.0
NM_001278188	TPM3	151.0	11.0	7.28476821192053
NM_001043351	TPM3	151.0	15.0	9.933774834437086
NM_001043353	TPM3	151.0	15.0	9.933774834437086
NM_001278190	TPM3	151.0	13.0	8.609271523178808
NR_103461	TPM3	151.0	15.0	9.933774834437086
NM_153649	TPM3	151.0	15.0	9.933774834437086
NM_001043352	TPM3	151.0	15.0	9.933774834437086
NM_001278189	TPM3	151.0	15.0	9.933774834437086
NM_001278191	TPM3	151.0	15.0	9.933774834437086
NM_152263	TPM3	151.0	19.0	12.582781456953644
NR_103460	TPM3	151.0	3.0	1.9867549668874174
NM_006118	HAX1	14.0	9.0	64.28571428571429
NM_001018837	HAX1	14.0	5.0	35.714285714285715
NM_000748	CHRNB2	8.0	8.0	100.0
NM_001025107	ADAR	87.0	18.0	20.689655172413794
NM_015841	ADAR	87.0	16.0	18.39080459770115
NM_015840	ADAR	87.0	17.0	19.54022988505747
NM_001111	ADAR	87.0	18.0	20.689655172413794
NM_001193495	ADAR	87.0	18.0	20.689655172413794
NM_001323012	PMVK	6.0	2.0	33.33333333333333
NM_006556	PMVK	6.0	2.0	33.33333333333333
NM_001323011	PMVK	6.0	2.0	33.33333333333333
NM_025207	FLAD1	34.0	9.0	26.47058823529412
NM_001184891	FLAD1	34.0	9.0	26.47058823529412
NM_201398	FLAD1	34.0	9.0	26.47058823529412
NM_001184892	FLAD1	34.0	7.0	20.588235294117645
NM_153741	DPM3	4.0	2.0	50.0
NM_018973	DPM3	4.0	2.0	50.0
NM_001171811	GBA	393.0	76.0	19.338422391857506
NM_001005742	GBA	393.0	80.0	20.35623409669211
NM_001005741	GBA	393.0	80.0	20.35623409669211
NM_000157	GBA	393.0	80.0	20.35623409669211
NM_001171812	GBA	393.0	77.0	19.59287531806616
NM_000298	PKLR	30.0	15.0	50.0
NM_181871	PKLR	30.0	15.0	50.0
NM_002004	FDPS	5.0	1.0	20.0
NM_001242824	FDPS	5.0	1.0	20.0
NM_001135822	FDPS	5.0	1.0	20.0
NM_001242825	FDPS	5.0	1.0	20.0
NM_001135821	FDPS	5.0	1.0	20.0
NR_145424	RUSC1	4.0	2.0	50.0
NR_145425	RUSC1	4.0	2.0	50.0
NR_145426	RUSC1	4.0	0.0	0.0
NM_001105203	RUSC1	4.0	0.0	0.0
NM_001105204	RUSC1	4.0	0.0	0.0
NM_001278228	RUSC1	4.0	0.0	0.0
NM_014328	RUSC1	4.0	0.0	0.0
NM_001278229	RUSC1	4.0	0.0	0.0
NM_001278227	RUSC1	4.0	0.0	0.0
NM_001105205	RUSC1	4.0	0.0	0.0
NM_001278230	RUSC1	4.0	0.0	0.0
NR_103478	RUSC1	4.0	0.0	0.0
NM_018489	ASH1L	15.0	15.0	100.0
NR_027023	ASH1L	15.0	0.0	0.0
NR_046294	MSTO1	42.0	6.0	14.285714285714285
NR_046293	MSTO1	42.0	6.0	14.285714285714285
NR_046292	MSTO1	42.0	6.0	14.285714285714285
NM_018116	MSTO1	42.0	6.0	14.285714285714285
NM_001256532	MSTO1	42.0	6.0	14.285714285714285
NM_001256533	MSTO1	42.0	6.0	14.285714285714285
NR_046295	MSTO1	42.0	6.0	14.285714285714285
NM_139118	YY1AP1	60.0	5.0	8.333333333333332
NM_001198906	YY1AP1	60.0	5.0	8.333333333333332
NM_001198901	YY1AP1	60.0	5.0	8.333333333333332
NM_139121	YY1AP1	60.0	5.0	8.333333333333332
NM_001198900	YY1AP1	60.0	5.0	8.333333333333332
NM_001198905	YY1AP1	60.0	5.0	8.333333333333332
NM_018253	YY1AP1	60.0	5.0	8.333333333333332
NM_139119	YY1AP1	60.0	5.0	8.333333333333332
NM_001198902	YY1AP1	60.0	5.0	8.333333333333332
NM_001198904	YY1AP1	60.0	5.0	8.333333333333332
NM_001198903	YY1AP1	60.0	5.0	8.333333333333332
NM_001198899	YY1AP1	60.0	5.0	8.333333333333332
NM_001256820	RIT1	64.0	20.0	31.25
NM_006912	RIT1	64.0	22.0	34.375
NM_001256821	RIT1	64.0	22.0	34.375
NM_001282625	LMNA	1265.0	192.0	15.177865612648223
NM_170707	LMNA	1265.0	201.0	15.889328063241107
NM_001282626	LMNA	1265.0	195.0	15.41501976284585
NM_170708	LMNA	1265.0	194.0	15.33596837944664
NM_005572	LMNA	1265.0	192.0	15.177865612648223
NM_001257374	LMNA	1265.0	150.0	11.857707509881422
NM_001282624	LMNA	1265.0	141.0	11.146245059288537
NM_001193301	SEMA4A	16.0	4.0	25.0
NM_022367	SEMA4A	16.0	4.0	25.0
NM_001193300	SEMA4A	16.0	4.0	25.0
NM_001193302	SEMA4A	16.0	4.0	25.0
NM_144772	NAXE	7.0	7.0	100.0
NM_001007792	NTRK1	84.0	26.0	30.952380952380953
NM_002529	NTRK1	84.0	29.0	34.523809523809526
NM_001012331	NTRK1	84.0	29.0	34.523809523809526
NM_003126	SPTA1	22.0	22.0	100.0
NM_002036	ACKR1	4.0	2.0	50.0
NM_001122951	ACKR1	4.0	2.0	50.0
NM_145167	PIGM	1.0	1.0	100.0
NM_002241	KCNJ10	11.0	11.0	100.0
NM_000702	ATP1A2	37.0	37.0	100.0
NM_001231	CASQ1	2.0	2.0	100.0
NM_015726	DCAF8	3.0	1.0	33.33333333333333
NR_028104	DCAF8	3.0	1.0	33.33333333333333
NR_028103	DCAF8	3.0	1.0	33.33333333333333
NR_028105	DCAF8	3.0	0.0	0.0
NR_028106	DCAF8	3.0	0.0	0.0
NR_036492	PEX19	12.0	3.0	25.0
NR_036493	PEX19	12.0	3.0	25.0
NM_001193644	PEX19	12.0	3.0	25.0
NM_002857	PEX19	12.0	3.0	25.0
NM_004371	COPA	12.0	6.0	50.0
NM_001098398	COPA	12.0	6.0	50.0
NM_001290184	NCSTN	14.0	5.0	35.714285714285715
NM_015331	NCSTN	14.0	5.0	35.714285714285715
NM_001290186	NCSTN	14.0	4.0	28.57142857142857
NM_030916	NECTIN4	6.0	6.0	100.0
NM_016406	UFC1	2.0	2.0	100.0
NM_001122764	PPOX	36.0	18.0	50.0
NM_000309	PPOX	36.0	18.0	50.0
NM_004550	NDUFS2	10.0	5.0	50.0
NM_001166159	NDUFS2	10.0	5.0	50.0
NM_000530	MPZ	174.0	87.0	50.0
NM_001315491	MPZ	174.0	87.0	50.0
NR_103459	SDHC	73.0	14.0	19.17808219178082
NM_003001	SDHC	73.0	14.0	19.17808219178082
NM_001035511	SDHC	73.0	9.0	12.32876712328767
NM_001035512	SDHC	73.0	14.0	19.17808219178082
NM_001278172	SDHC	73.0	9.0	12.32876712328767
NM_001035513	SDHC	73.0	13.0	17.80821917808219
NM_007348	ATF6	9.0	9.0	100.0
NM_015441	OLFML2B	24.0	8.0	33.33333333333333
NM_001297713	OLFML2B	24.0	8.0	33.33333333333333
NM_001347700	OLFML2B	24.0	8.0	33.33333333333333
NM_001184763	UHMK1	3.0	1.0	33.33333333333333
NM_175866	UHMK1	3.0	1.0	33.33333333333333
NM_144624	UHMK1	3.0	1.0	33.33333333333333
NM_001014796	DDR2	24.0	12.0	50.0
NM_006182	DDR2	24.0	12.0	50.0
NM_002585	PBX1	24.0	8.0	33.33333333333333
NM_001204963	PBX1	24.0	8.0	33.33333333333333
NM_001204961	PBX1	24.0	8.0	33.33333333333333
NM_177398	LMX1A	2.0	1.0	50.0
NM_001174069	LMX1A	2.0	1.0	50.0
NM_001256164	TMCO1	31.0	7.0	22.58064516129032
NR_045818	TMCO1	31.0	8.0	25.806451612903224
NM_019026	TMCO1	31.0	8.0	25.806451612903224
NM_001256165	TMCO1	31.0	8.0	25.806451612903224
NM_000734	CD247	12.0	6.0	50.0
NM_198053	CD247	12.0	6.0	50.0
NM_001167749	ADCY10	3.0	1.0	33.33333333333333
NM_018417	ADCY10	3.0	1.0	33.33333333333333
NM_001297772	ADCY10	3.0	1.0	33.33333333333333
NM_001198956	DCAF6	4.0	1.0	25.0
NM_018442	DCAF6	4.0	1.0	25.0
NM_001017977	DCAF6	4.0	1.0	25.0
NM_001198957	DCAF6	4.0	1.0	25.0
NM_001267610	GPR161	4.0	1.0	25.0
NM_001267609	GPR161	4.0	1.0	25.0
NM_001267614	GPR161	4.0	0.0	0.0
NM_001267611	GPR161	4.0	1.0	25.0
NM_001267613	GPR161	4.0	0.0	0.0
NM_153832	GPR161	4.0	1.0	25.0
NM_001267612	GPR161	4.0	0.0	0.0
NM_005149	TBX19	10.0	10.0	100.0
NM_001937	DPT	1.0	1.0	100.0
NM_001319667	SLC19A2	22.0	7.0	31.818181818181817
NM_006996	SLC19A2	22.0	15.0	68.18181818181817
NM_000130	F5	22.0	22.0	100.0
NM_001320252	GORAB	24.0	6.0	25.0
NR_027397	GORAB	24.0	6.0	25.0
NM_152281	GORAB	24.0	6.0	25.0
NM_001146039	GORAB	24.0	6.0	25.0
NM_006902	PRRX1	8.0	4.0	50.0
NM_022716	PRRX1	8.0	4.0	50.0
NM_001002294	FMO3	61.0	16.0	26.229508196721312
NM_001319174	FMO3	61.0	13.0	21.311475409836063
NM_001319173	FMO3	61.0	16.0	26.229508196721312
NM_006894	FMO3	61.0	16.0	26.229508196721312
NM_000261	MYOC	19.0	19.0	100.0
NM_153747	PIGC	6.0	3.0	50.0
NM_002642	PIGC	6.0	3.0	50.0
NM_000639	FASLG	4.0	2.0	50.0
NM_001302746	FASLG	4.0	2.0	50.0
NM_018122	DARS2	23.0	23.0	100.0
NM_000488	SERPINC1	47.0	47.0	100.0
NM_022100	MRPS14	2.0	1.0	50.0
NR_037606	MRPS14	2.0	1.0	50.0
NM_001328635	TNR	14.0	7.0	50.0
NM_003285	TNR	14.0	7.0	50.0
NM_001286164	ASTN1	3.0	1.0	33.33333333333333
NM_004319	ASTN1	3.0	1.0	33.33333333333333
NM_207108	ASTN1	3.0	1.0	33.33333333333333
NM_001297575	NPHS2	62.0	30.0	48.38709677419355
NM_014625	NPHS2	62.0	32.0	51.61290322580645
NM_001267578	TOR1AIP1	10.0	5.0	50.0
NM_015602	TOR1AIP1	10.0	5.0	50.0
NM_033343	LHX4	11.0	7.0	63.63636363636363
NR_037642	LHX4	11.0	4.0	36.36363636363637
NM_004736	XPR1	16.0	4.0	25.0
NM_001135669	XPR1	16.0	4.0	25.0
NR_137330	XPR1	16.0	4.0	25.0
NM_001328662	XPR1	16.0	4.0	25.0
NM_001205293	CACNA1E	27.0	9.0	33.33333333333333
NM_000721	CACNA1E	27.0	9.0	33.33333333333333
NM_001205294	CACNA1E	27.0	9.0	33.33333333333333
NM_001033044	GLUL	12.0	4.0	33.33333333333333
NM_002065	GLUL	12.0	4.0	33.33333333333333
NM_001033056	GLUL	12.0	4.0	33.33333333333333
NM_021133	RNASEL	2.0	2.0	100.0
NM_005562	LAMC2	64.0	34.0	53.125
NM_018891	LAMC2	64.0	30.0	46.875
NM_015039	NMNAT2	4.0	2.0	50.0
NM_170706	NMNAT2	4.0	2.0	50.0
NM_001127651	NCF2	51.0	15.0	29.411764705882355
NM_001190789	NCF2	51.0	9.0	17.647058823529413
NM_001190794	NCF2	51.0	12.0	23.52941176470588
NM_000433	NCF2	51.0	15.0	29.411764705882355
NR_125335	TSEN15	10.0	2.0	20.0
NR_023349	TSEN15	10.0	2.0	20.0
NM_001300764	TSEN15	10.0	2.0	20.0
NM_052965	TSEN15	10.0	2.0	20.0
NM_001300766	TSEN15	10.0	1.0	10.0
NM_001127394	TSEN15	10.0	1.0	10.0
NM_025191	EDEM3	6.0	2.0	33.33333333333333
NM_001319960	EDEM3	6.0	2.0	33.33333333333333
NR_135118	EDEM3	6.0	2.0	33.33333333333333
NM_031935	HMCN1	1.0	1.0	100.0
NM_005807	PRG4	50.0	10.0	20.0
NM_001303232	PRG4	50.0	10.0	20.0
NM_001127709	PRG4	50.0	10.0	20.0
NM_001127708	PRG4	50.0	10.0	20.0
NM_001127710	PRG4	50.0	10.0	20.0
NM_003292	TPR	3.0	3.0	100.0
NM_024420	PLA2G4A	6.0	3.0	50.0
NM_001311193	PLA2G4A	6.0	3.0	50.0
NM_024529	CDC73	38.0	38.0	100.0
NM_001287820	KCNT2	3.0	1.0	33.33333333333333
NM_001287819	KCNT2	3.0	1.0	33.33333333333333
NM_198503	KCNT2	3.0	1.0	33.33333333333333
NM_000186	CFH	24.0	16.0	66.66666666666666
NM_001014975	CFH	24.0	8.0	33.33333333333333
NM_021023	CFHR3	2.0	1.0	50.0
NM_001166624	CFHR3	2.0	1.0	50.0
NM_030787	CFHR5	1.0	1.0	100.0
NM_001994	F13B	3.0	3.0	100.0
NM_001206846	ASPM	258.0	96.0	37.2093023255814
NM_018136	ASPM	258.0	162.0	62.7906976744186
NM_001257965	CRB1	352.0	65.0	18.46590909090909
NR_047564	CRB1	352.0	65.0	18.46590909090909
NM_201253	CRB1	352.0	65.0	18.46590909090909
NM_001257966	CRB1	352.0	33.0	9.375
NR_047563	CRB1	352.0	61.0	17.329545454545457
NM_001193640	CRB1	352.0	63.0	17.897727272727273
NM_002838	PTPRC	6.0	3.0	50.0
NM_080921	PTPRC	6.0	3.0	50.0
NM_001267798	PTPRC	6.0	0.0	0.0
NR_052021	PTPRC	6.0	0.0	0.0
NM_014875	KIF14	16.0	8.0	50.0
NM_001305792	KIF14	16.0	8.0	50.0
NM_001320181	DDX59	4.0	1.0	25.0
NM_001031725	DDX59	4.0	2.0	50.0
NM_001320182	DDX59	4.0	1.0	25.0
NM_000069	CACNA1S	20.0	20.0	100.0
NM_000299	PKP1	6.0	3.0	50.0
NM_001005337	PKP1	6.0	3.0	50.0
NM_001001432	TNNT2	255.0	38.0	14.901960784313726
NM_001001431	TNNT2	255.0	38.0	14.901960784313726
NM_001001430	TNNT2	255.0	38.0	14.901960784313726
NM_001276346	TNNT2	255.0	27.0	10.588235294117647
NM_000364	TNNT2	255.0	38.0	14.901960784313726
NM_001276345	TNNT2	255.0	38.0	14.901960784313726
NM_001276347	TNNT2	255.0	38.0	14.901960784313726
NM_012134	LMOD1	1.0	1.0	100.0
NM_014176	UBE2T	2.0	1.0	50.0
NM_001310326	UBE2T	2.0	1.0	50.0
NM_177402	SYT2	4.0	2.0	50.0
NM_001136504	SYT2	4.0	2.0	50.0
NM_001347591	KDM5B	17.0	5.0	29.411764705882355
NM_006618	KDM5B	17.0	6.0	35.294117647058826
NM_001314042	KDM5B	17.0	6.0	35.294117647058826
NM_001304464	SNRPE	8.0	2.0	25.0
NR_130746	SNRPE	8.0	2.0	25.0
NM_003094	SNRPE	8.0	2.0	25.0
NM_001328637	SNRPE	8.0	1.0	12.5
NM_001328638	SNRPE	8.0	1.0	12.5
NM_000537	REN	9.0	9.0	100.0
NM_002256	KISS1	1.0	1.0	100.0
NM_032833	PPP1R15B	1.0	1.0	100.0
NM_001005388	NFASC	13.0	2.0	15.384615384615385
NM_001160332	NFASC	13.0	3.0	23.076923076923077
NM_015090	NFASC	13.0	3.0	23.076923076923077
NM_001005389	NFASC	13.0	1.0	7.6923076923076925
NM_001160333	NFASC	13.0	1.0	7.6923076923076925
NM_001160331	NFASC	13.0	3.0	23.076923076923077
NM_001346083	CNTN2	3.0	1.0	33.33333333333333
NM_005076	CNTN2	3.0	1.0	33.33333333333333
NR_144350	CNTN2	3.0	1.0	33.33333333333333
NM_199462	DSTYK	4.0	2.0	50.0
NM_015375	DSTYK	4.0	2.0	50.0
NM_001114752	CD55	30.0	5.0	16.666666666666664
NM_001300903	CD55	30.0	5.0	16.666666666666664
NR_125349	CD55	30.0	5.0	16.666666666666664
NM_001300904	CD55	30.0	5.0	16.666666666666664
NM_000574	CD55	30.0	5.0	16.666666666666664
NM_001300902	CD55	30.0	5.0	16.666666666666664
NM_001006658	CR2	4.0	2.0	50.0
NM_001877	CR2	4.0	2.0	50.0
NM_002389	CD46	43.0	6.0	13.953488372093023
NM_172359	CD46	43.0	5.0	11.627906976744185
NM_172351	CD46	43.0	6.0	13.953488372093023
NM_153826	CD46	43.0	5.0	11.627906976744185
NM_172352	CD46	43.0	6.0	13.953488372093023
NM_172353	CD46	43.0	5.0	11.627906976744185
NM_172350	CD46	43.0	5.0	11.627906976744185
NM_172361	CD46	43.0	5.0	11.627906976744185
NM_025179	PLXNA2	1.0	1.0	100.0
NM_000228	LAMB3	153.0	51.0	33.33333333333333
NM_001127641	LAMB3	153.0	51.0	33.33333333333333
NM_001017402	LAMB3	153.0	51.0	33.33333333333333
NR_036213	MIR4260	1.0	1.0	100.0
NM_001206741	HSD11B1	6.0	2.0	33.33333333333333
NM_181755	HSD11B1	6.0	2.0	33.33333333333333
NM_005525	HSD11B1	6.0	2.0	33.33333333333333
NM_001206696	IRF6	76.0	32.0	42.10526315789473
NM_006147	IRF6	76.0	44.0	57.89473684210527
NM_001256006	SYT14	12.0	2.0	16.666666666666664
NR_027459	SYT14	12.0	2.0	16.666666666666664
NM_001146261	SYT14	12.0	2.0	16.666666666666664
NM_001146264	SYT14	12.0	2.0	16.666666666666664
NM_001146262	SYT14	12.0	2.0	16.666666666666664
NM_153262	SYT14	12.0	2.0	16.666666666666664
NM_001122834	HHAT	5.0	1.0	20.0
NM_001170564	HHAT	5.0	1.0	20.0
NM_018194	HHAT	5.0	1.0	20.0
NM_001170588	HHAT	5.0	1.0	20.0
NM_001170587	HHAT	5.0	0.0	0.0
NM_001170580	HHAT	5.0	1.0	20.0
NM_002238	KCNH1	30.0	15.0	50.0
NM_172362	KCNH1	30.0	15.0	50.0
NM_001164688	RD3	8.0	4.0	50.0
NM_183059	RD3	8.0	4.0	50.0
NM_001204182	NEK2	3.0	1.0	33.33333333333333
NM_002497	NEK2	3.0	1.0	33.33333333333333
NM_001204183	NEK2	3.0	1.0	33.33333333333333
NR_027286	FLVCR1	14.0	0.0	0.0
NR_027285	FLVCR1	14.0	0.0	0.0
NM_014053	FLVCR1	14.0	14.0	100.0
NM_001287219	RPS6KC1	6.0	1.0	16.666666666666664
